Bank Name / Type,Number of Beneficiaries at rural/semiurban centre bank branches,Number of Beneficiaries at urban metro centre bank branches,Number of Total Beneficiaries,Deposits in Accounts(In lac),Number of Rupay Debit Cards issued to beneficiaries,level,date
"State Bank of India",19379797,26079818,45459615,316582.44,38959925,"(A) Public Sector Banks","2015-10-21"
"State Bank of India",5263225,900595,6163820,60387.21,3250763,"(B) Regional Rural Bank","2015-10-21"
"State Bank of India",19428037,26135842,45563879,316423.73,39010231,"(A) Public Sector Banks","2015-10-28"
"State Bank of India",5279287,902968,6182255,60463.8,3251707,"(B) Regional Rural Bank","2015-10-28"
"State Bank of India",19601668,26328903,45930571,316437.24,39203684,"(A) Public Sector Banks","2015-11-04"
"State Bank of India",5304574,906883,6211457,61565.36,3252189,"(B) Regional Rural Bank","2015-11-04"
"State Bank of India",19753412,26501999,46255411,327679.51,39368820,"(A) Public Sector Banks","2015-11-11"
"State Bank of India",5327223,909419,6236642,62664.46,3252077,"(B) Regional Rural Bank","2015-11-11"
"State Bank of India",19837224,26584589,46421813,330758.51,39453487,"(A) Public Sector Banks","2015-11-18"
"State Bank of India",5344501,911381,6255882,63302.16,3253678,"(B) Regional Rural Bank","2015-11-18"
"State Bank of India",19924658,26695029,46619687,332070.13,39557355,"(A) Public Sector Banks","2015-11-25"
"State Bank of India",5367066,914842,6281908,63584.79,3256079,"(B) Regional Rural Bank","2015-11-25"
"State Bank of India",20053327,26841687,46895014,330993.86,39673659,"(A) Public Sector Banks","2015-12-02"
"State Bank of India",5389944,917537,6307481,65794.98,3257315,"(B) Regional Rural Bank","2015-12-02"
"State Bank of India",20175870,26982019,47157889,331001.34,39761150,"(A) Public Sector Banks","2015-12-09"
"State Bank of India",5421039,924167,6345206,66974.46,3294132,"(B) Regional Rural Bank","2015-12-09"
"State Bank of India",20242986,27050825,47293811,331005.66,39804128,"(A) Public Sector Banks","2015-12-16"
"State Bank of India",5442150,930201,6372351,67747.26,3316148,"(B) Regional Rural Bank","2015-12-16"
"State Bank of India",20432128,27247549,47679677,357910.45,39948931,"(A) Public Sector Banks","2015-12-23"
"State Bank of India",5463349,936266,6399615,68807.85,3385127,"(B) Regional Rural Bank","2015-12-23"
"State Bank of India",20525999,27340931,47866930,362413.78,40016619,"(A) Public Sector Banks","2015-12-30"
"State Bank of India",5485457,938944,6424401,69539.67,3418043,"(B) Regional Rural Bank","2015-12-30"
"State Bank of India",20897296,27709731,48607027,362427.33,40263805,"(A) Public Sector Banks","2016-01-06"
"State Bank of India",5514160,940929,6455089,71339.61,3419982,"(B) Regional Rural Bank","2016-01-06"
"State Bank of India",21214200,28011121,49225321,362439.85,40472133,"(A) Public Sector Banks","2016-01-13"
"State Bank of India",5540088,951770,6491858,72808.52,3432874,"(B) Regional Rural Bank","2016-01-13"
"State Bank of India",21575102,28365152,49940254,362460.16,40725212,"(A) Public Sector Banks","2016-01-20"
"State Bank of India",5576800,960016,6536816,75076.53,3441360,"(B) Regional Rural Bank","2016-01-20"
