Bank Name / Type,Number of Beneficiaries at rural/semiurban centre bank branches,Number of Beneficiaries at urban metro centre bank branches,Number of Total Beneficiaries,Deposits in Accounts(In lac),Number of Rupay Debit Cards issued to beneficiaries,level,date
"Punjab National Bank",11360547,2114315,13474862,182041.39,9861746,"(A) Public Sector Banks","2016-06-22"
"Punjab National Bank",2971839,365000,3336839,69218.89,2384429,"(B) Regional Rural Bank","2016-06-22"
"Punjab National Bank",11387819,2113317,13501136,181358.02,9876230,"(A) Public Sector Banks","2016-06-29"
"Punjab National Bank",2970550,365299,3335849,69552.92,2389859,"(B) Regional Rural Bank","2016-06-29"
"Punjab National Bank",11412515,2114097,13526612,184604.12,9880987,"(A) Public Sector Banks","2016-07-06"
"Punjab National Bank",2970713,364941,3335654,69631.71,2391919,"(B) Regional Rural Bank","2016-07-06"
"Punjab National Bank",11442504,2116657,13559161,185415.72,9882100,"(A) Public Sector Banks","2016-07-13"
"Punjab National Bank",2968451,364712,3333163,69482.07,2394906,"(B) Regional Rural Bank","2016-07-13"
"Punjab National Bank",11442889,2119835,13562724,188286.63,9882484,"(A) Public Sector Banks","2016-07-20"
"Punjab National Bank",2968752,363316,3332068,70262.2,2398941,"(B) Regional Rural Bank","2016-07-20"
"Punjab National Bank",11527458,2124256,13651714,188487.63,9882748,"(A) Public Sector Banks","2016-07-27"
"Punjab National Bank",2971838,363878,3335716,70477.65,2407878,"(B) Regional Rural Bank","2016-07-27"
"Punjab National Bank",11588076,2129053,13717129,189427.14,9883197,"(A) Public Sector Banks","2016-08-03"
"Punjab National Bank",2976619,364881,3341500,70853.26,2408925,"(B) Regional Rural Bank","2016-08-03"
"Punjab National Bank",11653598,2137096,13790694,191637.24,9956001,"(A) Public Sector Banks","2016-08-10"
"Punjab National Bank",2981756,366093,3347849,71534.01,2417784,"(B) Regional Rural Bank","2016-08-10"
"Punjab National Bank",11695958,2141678,13837636,191387.81,9957506,"(A) Public Sector Banks","2016-08-17"
"Punjab National Bank",2983696,366563,3350259,71615.31,2419808,"(B) Regional Rural Bank","2016-08-17"
"Punjab National Bank",11747260,2146367,13893627,192553.22,9960220,"(A) Public Sector Banks","2016-08-24"
"Punjab National Bank",2988063,367395,3355458,71976.66,2428550,"(B) Regional Rural Bank","2016-08-24"
"Punjab National Bank",11792321,2161695,13954016,193145.84,9961209,"(A) Public Sector Banks","2016-08-31"
"Punjab National Bank",2993807,368487,3362294,72383.88,2438612,"(B) Regional Rural Bank","2016-08-31"
"Punjab National Bank",11848214,2167396,14015610,197150.48,9965054,"(A) Public Sector Banks","2016-09-07"
"Punjab National Bank",2989602,368729,3358331,73188.39,2477033,"(B) Regional Rural Bank","2016-09-07"
"Punjab National Bank",11898327,2173578,14071905,202212.71,9966305,"(A) Public Sector Banks","2016-09-14"
"Punjab National Bank",2993973,369282,3363255,73682.04,2491574,"(B) Regional Rural Bank","2016-09-14"
"Punjab National Bank",11978402,2195556,14173958,202303.5,9977456,"(A) Public Sector Banks","2016-09-21"
"Punjab National Bank",2997507,369854,3367361,74313.13,2512112,"(B) Regional Rural Bank","2016-09-21"
"Punjab National Bank",12037099,2203055,14240154,202753.82,9980620,"(A) Public Sector Banks","2016-09-28"
"Punjab National Bank",3003209,370982,3374191,74872.21,2538825,"(B) Regional Rural Bank","2016-09-28"
"Punjab National Bank",12101449,2209200,14310649,203794.43,9986861,"(A) Public Sector Banks","2016-10-05"
"Punjab National Bank",3008310,372399,3380709,74703.19,2553480,"(B) Regional Rural Bank","2016-10-05"
"Punjab National Bank",12171355,2215434,14386789,207990.4,9993438,"(A) Public Sector Banks","2016-10-19"
"Punjab National Bank",3011592,372805,3384397,75559.75,2569979,"(B) Regional Rural Bank","2016-10-19"
"Punjab National Bank",12214496,2219114,14433610,207262.95,9994659,"(A) Public Sector Banks","2016-10-26"
"Punjab National Bank",3011592,372805,3384397,75580.96,2582972,"(B) Regional Rural Bank","2016-10-26"
"Punjab National Bank",12254289,2222201,14476490,208317.72,9995112,"(A) Public Sector Banks","2016-11-02"
"Punjab National Bank",3007434,371381,3378815,76007.86,2589882,"(B) Regional Rural Bank","2016-11-02"
"Punjab National Bank",12274434,2224373,14498807,211525.33,9995249,"(A) Public Sector Banks","2016-11-09"
"Punjab National Bank",3007700,371651,3379351,76376.04,2595477,"(B) Regional Rural Bank","2016-11-09"
"Punjab National Bank",12280013,2225328,14505341,321327.28,9995316,"(A) Public Sector Banks","2016-11-16"
"Punjab National Bank",3009124,371848,3380972,119274.94,2596856,"(B) Regional Rural Bank","2016-11-16"
"Punjab National Bank",12298735,2229834,14528569,352999.46,9995533,"(A) Public Sector Banks","2016-11-23"
"Punjab National Bank",3011057,372444,3383501,143899.92,2598626,"(B) Regional Rural Bank","2016-11-23"
"Punjab National Bank",12355573,2244238,14599811,355476.47,9996325,"(A) Public Sector Banks","2016-11-30"
"Punjab National Bank",3016984,374453,3391437,141837.99,2597437,"(B) Regional Rural Bank","2016-11-30"
"Punjab National Bank",12478522,2281060,14759582,358295.16,13801345,"(A) Public Sector Banks","2016-12-07"
"Punjab National Bank",3029654,379357,3409011,139653,2598736,"(B) Regional Rural Bank","2016-12-07"
"Punjab National Bank",12667131,2323903,14991034,354748.46,13787735,"(A) Public Sector Banks","2016-12-14"
"Punjab National Bank",3039287,385158,3424445,136546.03,2600541,"(B) Regional Rural Bank","2016-12-14"
