Bank Name / Type,Number of Beneficiaries at rural/semiurban centre bank branches,Number of Beneficiaries at urban metro centre bank branches,Number of Total Beneficiaries,Deposits in Accounts(In lac),Number of Rupay Debit Cards issued to beneficiaries,level,date
"Jammu & Kashmir Bank Ltd",71815,13527,85342,2658.43,15497,"(B) Regional Rural Bank","2016-03-16"
"Jammu & Kashmir Bank Ltd",1159255,122485,1281740,29232.51,1121975,"(C) Major Private Banks","2016-03-16"
"Jammu & Kashmir Bank Ltd",72226,13613,85839,2864.17,15497,"(B) Regional Rural Bank","2016-03-23"
"Jammu & Kashmir Bank Ltd",1161362,122673,1284035,33247.42,1122710,"(C) Major Private Banks","2016-03-23"
"Jammu & Kashmir Bank Ltd",72536,13679,86215,2992.13,15499,"(B) Regional Rural Bank","2016-03-30"
"Jammu & Kashmir Bank Ltd",1163148,122781,1285929,34984,1122922,"(C) Major Private Banks","2016-03-30"
"Jammu & Kashmir Bank Ltd",72772,13737,86509,3013.69,15499,"(B) Regional Rural Bank","2016-04-06"
"Jammu & Kashmir Bank Ltd",1165274,122928,1288202,34861.12,1123959,"(C) Major Private Banks","2016-04-06"
"Jammu & Kashmir Bank Ltd",72772,13737,86509,3013.69,15499,"(B) Regional Rural Bank","2016-04-13"
"Jammu & Kashmir Bank Ltd",1165274,122928,1288202,34861.12,1123959,"(C) Major Private Banks","2016-04-13"
"Jammu & Kashmir Bank Ltd",73046,13848,86894,2932.72,15499,"(B) Regional Rural Bank","2016-04-20"
"Jammu & Kashmir Bank Ltd",1165274,122928,1288202,34861.12,1124517,"(C) Major Private Banks","2016-04-20"
"Jammu & Kashmir Bank Ltd",73233,13951,87184,2947.97,15499,"(B) Regional Rural Bank","2016-04-27"
"Jammu & Kashmir Bank Ltd",1168746,123241,1291987,34191.75,1125245,"(C) Major Private Banks","2016-04-27"
"Jammu & Kashmir Bank Ltd",73421,13987,87408,2997.39,15499,"(B) Regional Rural Bank","2016-05-04"
