Bank Name / Type,Number of Beneficiaries at rural/semiurban centre bank branches,Number of Beneficiaries at urban metro centre bank branches,Number of Total Beneficiaries,Deposits in Accounts(In lac),Number of Rupay Debit Cards issued to beneficiaries,level,date
"Bank of Maharashtra",2362519,778353,3140872,46000.69,1723509,"(A) Public Sector Banks","2016-02-03"
"Bank of Maharashtra",381865,68491,450356,6371.59,450356,"(B) Regional Rural Bank","2016-02-03"
"Bank of Maharashtra",2460761,817781,3278542,56802.36,1723509,"(A) Public Sector Banks","2016-06-08"
"Bank of Maharashtra",381865,68491,450356,6397.09,450356,"(B) Regional Rural Bank","2016-06-08"
"Bank of Maharashtra",2753359,883829,3637188,62717.91,1723509,"(A) Public Sector Banks","2016-10-12"
"Bank of Maharashtra",381865,68491,450356,6412.41,450356,"(B) Regional Rural Bank","2016-10-12"
"Bank of Maharashtra",3074987,945031,4020018,96779.16,768029,"(A) Public Sector Banks","2017-02-15"
"Bank of Maharashtra",711847,139634,851481,24021.25,452540,"(B) Regional Rural Bank","2017-02-15"
"Bank of Maharashtra",3400143,1096509,4496652,92817.55,900283,"(A) Public Sector Banks","2017-06-21"
"Bank of Maharashtra",731244,123780,855024,23180.38,798220,"(B) Regional Rural Bank","2017-06-21"
"Bank of Maharashtra",3825486,1152925,4978411,96138.8,983587,"(A) Public Sector Banks","2017-10-25"
"Bank of Maharashtra",731962,123477,855439,20712.85,798373,"(B) Regional Rural Bank","2017-10-25"
"Bank of Maharashtra",3964453,1175449,5139902,109618.63,1038673,"(A) Public Sector Banks","2018-02-28"
"Bank of Maharashtra",810872,125856,936728,20501.85,798607,"(B) Regional Rural Bank","2018-02-28"
"Bank of Maharashtra",4016858,1185305,5202163,118146.68,1083171,"(A) Public Sector Banks","2018-07-11"
"Bank of Maharashtra",838288,134713,973001,21996.94,798797,"(B) Regional Rural Bank","2018-07-11"
"Bank of Maharashtra",2465261,818735,3283996,56830.47,1723509,"(A) Public Sector Banks","2016-06-15"
"Bank of Maharashtra",381865,68491,450356,6398.3,450356,"(B) Regional Rural Bank","2016-06-15"
"Bank of Maharashtra",2472356,820183,3292539,57185.05,1723509,"(A) Public Sector Banks","2016-06-22"
"Bank of Maharashtra",381865,68491,450356,6399.14,450356,"(B) Regional Rural Bank","2016-06-22"
"Bank of Maharashtra",2479332,821502,3300834,57224.35,1723509,"(A) Public Sector Banks","2016-06-29"
"Bank of Maharashtra",381865,68491,450356,6400.76,450356,"(B) Regional Rural Bank","2016-06-29"
"Bank of Maharashtra",2488747,822603,3311350,58477.89,1721216,"(A) Public Sector Banks","2016-07-06"
"Bank of Maharashtra",381865,68491,450356,6401.59,450356,"(B) Regional Rural Bank","2016-07-06"
"Bank of Maharashtra",2498175,823612,3321787,58930.34,1723509,"(A) Public Sector Banks","2016-07-13"
"Bank of Maharashtra",381865,68491,450356,6402.71,450356,"(B) Regional Rural Bank","2016-07-13"
"Bank of Maharashtra",2505181,833208,3338389,58953.37,1723509,"(A) Public Sector Banks","2016-07-20"
"Bank of Maharashtra",381865,68491,450356,6403.56,450356,"(B) Regional Rural Bank","2016-07-20"
"Bank of Maharashtra",2521830,835912,3357742,59418.86,1723509,"(A) Public Sector Banks","2016-07-27"
"Bank of Maharashtra",381865,68491,450356,6404.39,450356,"(B) Regional Rural Bank","2016-07-27"
"Bank of Maharashtra",2535103,837948,3373051,59565.56,1723509,"(A) Public Sector Banks","2016-08-03"
"Bank of Maharashtra",381865,68491,450356,6405.68,450356,"(B) Regional Rural Bank","2016-08-03"
"Bank of Maharashtra",2554828,841006,3395834,60116.36,1723509,"(A) Public Sector Banks","2016-08-10"
"Bank of Maharashtra",381865,68491,450356,6405.68,450356,"(B) Regional Rural Bank","2016-08-10"
"Bank of Maharashtra",2570361,843696,3414057,59975.34,1723509,"(A) Public Sector Banks","2016-08-17"
"Bank of Maharashtra",381865,68491,450356,6406.96,450356,"(B) Regional Rural Bank","2016-08-17"
"Bank of Maharashtra",2591686,847596,3439282,59848.54,1723509,"(A) Public Sector Banks","2016-08-24"
"Bank of Maharashtra",381865,68491,450356,6408.15,450356,"(B) Regional Rural Bank","2016-08-24"
"Bank of Maharashtra",2609648,851310,3460958,59959.28,1723509,"(A) Public Sector Banks","2016-08-31"
"Bank of Maharashtra",381865,68491,450356,6408.55,450356,"(B) Regional Rural Bank","2016-08-31"
"Bank of Maharashtra",2636766,857762,3494528,59904.82,1723509,"(A) Public Sector Banks","2016-09-07"
"Bank of Maharashtra",381865,68491,450356,6409.39,450356,"(B) Regional Rural Bank","2016-09-07"
"Bank of Maharashtra",2658483,863027,3521510,60270.95,1723509,"(A) Public Sector Banks","2016-09-14"
"Bank of Maharashtra",381865,68491,450356,6410.06,450356,"(B) Regional Rural Bank","2016-09-14"
"Bank of Maharashtra",2679886,867483,3547369,60687.67,1723509,"(A) Public Sector Banks","2016-09-21"
"Bank of Maharashtra",381865,68491,450356,6411.57,450356,"(B) Regional Rural Bank","2016-09-21"
"Bank of Maharashtra",2707110,872976,3580086,60941.01,1723509,"(A) Public Sector Banks","2016-09-28"
"Bank of Maharashtra",381865,68491,450356,6412.41,450356,"(B) Regional Rural Bank","2016-09-28"
"Bank of Maharashtra",2736917,880638,3617555,62450.37,1723509,"(A) Public Sector Banks","2016-10-05"
"Bank of Maharashtra",381865,68491,450356,6412.41,450356,"(B) Regional Rural Bank","2016-10-05"
"Bank of Maharashtra",2767143,886473,3653616,63290.83,1723509,"(A) Public Sector Banks","2016-10-19"
"Bank of Maharashtra",381865,68491,450356,6415.05,450356,"(B) Regional Rural Bank","2016-10-19"
"Bank of Maharashtra",2782798,890819,3673617,63341.24,1723509,"(A) Public Sector Banks","2016-10-26"
"Bank of Maharashtra",381865,68491,450356,6416.09,450356,"(B) Regional Rural Bank","2016-10-26"
"Bank of Maharashtra",2797936,894318,3692254,64565.05,1723509,"(A) Public Sector Banks","2016-11-02"
"Bank of Maharashtra",381865,68491,450356,6417.02,450356,"(B) Regional Rural Bank","2016-11-02"
"Bank of Maharashtra",2806589,895996,3702585,64769.75,1723509,"(A) Public Sector Banks","2016-11-09"
"Bank of Maharashtra",400457,70131,470588,6418.24,450356,"(B) Regional Rural Bank","2016-11-09"
"Bank of Maharashtra",2807321,896170,3703491,85368.79,1723509,"(A) Public Sector Banks","2016-11-16"
"Bank of Maharashtra",400457,70131,470588,6418.3,450356,"(B) Regional Rural Bank","2016-11-16"
"Bank of Maharashtra",2806679,896010,3702689,101706.82,1723509,"(A) Public Sector Banks","2016-11-23"
"Bank of Maharashtra",569357,131831,701188,27084.35,450356,"(B) Regional Rural Bank","2016-11-23"
"Bank of Maharashtra",2812654,896846,3709500,103359.63,1723509,"(A) Public Sector Banks","2016-11-30"
"Bank of Maharashtra",603583,142939,746522,27343.35,450356,"(B) Regional Rural Bank","2016-11-30"
"Bank of Maharashtra",2826087,900683,3726770,103395.24,1723509,"(A) Public Sector Banks","2016-12-07"
"Bank of Maharashtra",672249,174473,846722,27069.35,450356,"(B) Regional Rural Bank","2016-12-07"
"Bank of Maharashtra",2841738,904664,3746402,103934.45,1723509,"(A) Public Sector Banks","2016-12-14"
"Bank of Maharashtra",672446,174473,846919,27042.35,450356,"(B) Regional Rural Bank","2016-12-14"
"Bank of Maharashtra",2864997,909990,3774987,103227.61,1723509,"(A) Public Sector Banks","2016-12-21"
"Bank of Maharashtra",672730,174473,847203,26910.35,450356,"(B) Regional Rural Bank","2016-12-21"
"Bank of Maharashtra",2884040,914533,3798573,102666.63,1723509,"(A) Public Sector Banks","2016-12-28"
"Bank of Maharashtra",672897,174473,847370,26584.35,450356,"(B) Regional Rural Bank","2016-12-28"
"Bank of Maharashtra",2922884,921758,3844642,101080.12,1723509,"(A) Public Sector Banks","2017-01-04"
"Bank of Maharashtra",689022,158895,847917,26482.35,450356,"(B) Regional Rural Bank","2017-01-04"
"Bank of Maharashtra",2943067,924827,3867894,100237.04,1723509,"(A) Public Sector Banks","2017-01-11"
"Bank of Maharashtra",707815,140895,848710,25555.35,450356,"(B) Regional Rural Bank","2017-01-11"
"Bank of Maharashtra",2966751,928642,3895393,99396.97,1723509,"(A) Public Sector Banks","2017-01-18"
"Bank of Maharashtra",708255,140895,849150,25268.13,450356,"(B) Regional Rural Bank","2017-01-18"
"Bank of Maharashtra",2997211,933812,3931023,98823.46,1723509,"(A) Public Sector Banks","2017-01-25"
"Bank of Maharashtra",709258,140105,849363,25035.05,450356,"(B) Regional Rural Bank","2017-01-25"
