Bank Name / Type,Number of Beneficiaries at rural/semiurban centre bank branches,Number of Beneficiaries at urban metro centre bank branches,Number of Total Beneficiaries,Deposits in Accounts(In lac),Number of Rupay Debit Cards issued to beneficiaries,level,date
"State Bank of Bikaner & Jaipur",1861545,42240,1903785,27202.72,1119616,"(B) Regional Rural Bank","2016-04-20"
"State Bank of Bikaner & Jaipur",1796718,1754128,3550846,92241.43,3153207,"(A) Public Sector Banks","2016-04-27"
"State Bank of Bikaner & Jaipur",1869761,42429,1912190,27516.9,1170879,"(B) Regional Rural Bank","2016-04-27"
"State Bank of Bikaner & Jaipur",1814977,1767719,3582696,94952.26,3184353,"(A) Public Sector Banks","2016-05-04"
"State Bank of Bikaner & Jaipur",1880466,42688,1923154,27870.65,1187734,"(B) Regional Rural Bank","2016-05-04"
"State Bank of Bikaner & Jaipur",1822469,1772330,3594799,95294.79,3198610,"(A) Public Sector Banks","2016-05-11"
"State Bank of Bikaner & Jaipur",1892532,42956,1935488,28136.88,1192162,"(B) Regional Rural Bank","2016-05-11"
"State Bank of Bikaner & Jaipur",1830923,1779262,3610185,95690.85,3212341,"(A) Public Sector Banks","2016-05-18"
"State Bank of Bikaner & Jaipur",1902859,43163,1946022,28368.3,1207325,"(B) Regional Rural Bank","2016-05-18"
"State Bank of Bikaner & Jaipur",1838573,1784736,3623309,96567.56,3223312,"(A) Public Sector Banks","2016-05-25"
"State Bank of Bikaner & Jaipur",1914410,43403,1957813,28691.91,1225695,"(B) Regional Rural Bank","2016-05-25"
"State Bank of Bikaner & Jaipur",1847087,1790717,3637804,98909.59,3232951,"(A) Public Sector Banks","2016-06-01"
"State Bank of Bikaner & Jaipur",1926050,43658,1969708,28965.77,1238962,"(B) Regional Rural Bank","2016-06-01"
"State Bank of Bikaner & Jaipur",949894,1180151,2130045,43839.76,1781818,"(A) Public Sector Banks","2015-01-21"
"State Bank of Bikaner & Jaipur",752972,23454,776426,6776.61,718290,"(B) Regional Rural Bank","2015-01-21"
"State Bank of Bikaner & Jaipur",1255469,1422784,2678253,63996.63,2343356,"(A) Public Sector Banks","2015-05-27"
"State Bank of Bikaner & Jaipur",1068420,27233,1095653,12340.4,864565,"(B) Regional Rural Bank","2015-05-27"
"State Bank of Bikaner & Jaipur",1550267,1573683,3123950,75726.19,2739265,"(A) Public Sector Banks","2015-09-30"
"State Bank of Bikaner & Jaipur",1426346,32777,1459123,16711.72,867614,"(B) Regional Rural Bank","2015-09-30"
"State Bank of Bikaner & Jaipur",1732835,1704673,3437508,87320.7,3043242,"(A) Public Sector Banks","2016-02-03"
"State Bank of Bikaner & Jaipur",1746009,39963,1785972,22941.99,870901,"(B) Regional Rural Bank","2016-02-03"
"State Bank of Bikaner & Jaipur",1856290,1796734,3653024,98897.86,3249538,"(A) Public Sector Banks","2016-06-08"
"State Bank of Bikaner & Jaipur",1939549,44000,1983549,29362.21,1259832,"(B) Regional Rural Bank","2016-06-08"
"State Bank of Bikaner & Jaipur",1950332,1875322,3825654,107097.39,3264581,"(A) Public Sector Banks","2016-10-12"
"State Bank of Bikaner & Jaipur",2142344,48736,2191080,34463.91,1308019,"(B) Regional Rural Bank","2016-10-12"
"State Bank of Bikaner & Jaipur",2023643,1946607,3970250,155158.58,3496067,"(A) Public Sector Banks","2017-02-15"
"State Bank of Bikaner & Jaipur",2341237,54876,2396113,40632.68,1308924,"(B) Regional Rural Bank","2017-02-15"
"State Bank of Bikaner & Jaipur",1862909,1801492,3664401,99838.29,3256147,"(A) Public Sector Banks","2016-06-15"
"State Bank of Bikaner & Jaipur",1947657,44202,1991859,29624.4,1269299,"(B) Regional Rural Bank","2016-06-15"
"State Bank of Bikaner & Jaipur",1870727,1807569,3678296,99066.32,3262773,"(A) Public Sector Banks","2016-06-22"
"State Bank of Bikaner & Jaipur",1958171,44404,2002575,29988.21,1282153,"(B) Regional Rural Bank","2016-06-22"
"State Bank of Bikaner & Jaipur",1877083,1811894,3688977,97997.2,3268686,"(A) Public Sector Banks","2016-06-29"
