Bank Name / Type,Number of Beneficiaries at rural/semiurban centre bank branches,Number of Beneficiaries at urban metro centre bank branches,Number of Total Beneficiaries,Deposits in Accounts(In lac),Number of Rupay Debit Cards issued to beneficiaries,level,date
"Indian Bank",1935476,993475,2928951,31316.65,2876192,"(A) Public Sector Banks","2016-07-13"
"Indian Bank",344901,80639,425540,3816.75,345650,"(B) Regional Rural Bank","2016-07-13"
"Indian Bank",1943362,995613,2938975,31545.15,2886214,"(A) Public Sector Banks","2016-07-20"
"Indian Bank",345931,80662,426593,3850.79,345650,"(B) Regional Rural Bank","2016-07-20"
"Indian Bank",1953017,999253,2952270,31399.5,2892931,"(A) Public Sector Banks","2016-07-27"
"Indian Bank",346608,80721,427329,3909.99,345650,"(B) Regional Rural Bank","2016-07-27"
"Indian Bank",1961714,1002675,2964389,31873.43,2897766,"(A) Public Sector Banks","2016-08-03"
"Indian Bank",347716,80855,428571,3941.46,346960,"(B) Regional Rural Bank","2016-08-03"
"Indian Bank",1971546,1006948,2978494,32213.82,2904891,"(A) Public Sector Banks","2016-08-10"
"Indian Bank",350095,80956,431051,3882.93,346960,"(B) Regional Rural Bank","2016-08-10"
"Indian Bank",1978913,1009476,2988389,32080.73,2910839,"(A) Public Sector Banks","2016-08-17"
"Indian Bank",350324,80989,431313,3898.47,347040,"(B) Regional Rural Bank","2016-08-17"
"Indian Bank",1988426,1011374,2999800,31953.58,2913120,"(A) Public Sector Banks","2016-08-24"
"Indian Bank",349389,81100,430489,3916.72,347040,"(B) Regional Rural Bank","2016-08-24"
"Indian Bank",1998733,1013767,3012500,32188.58,2925820,"(A) Public Sector Banks","2016-08-31"
"Indian Bank",349614,81106,430720,3934.92,347040,"(B) Regional Rural Bank","2016-08-31"
"Indian Bank",1994475,1012832,3007307,32240.84,2920627,"(A) Public Sector Banks","2016-09-07"
"Indian Bank",351281,81227,432508,3886.1,347091,"(B) Regional Rural Bank","2016-09-07"
"Indian Bank",1999431,1014493,3013924,32545.52,2926593,"(A) Public Sector Banks","2016-09-14"
"Indian Bank",352064,81236,433300,3928.19,347091,"(B) Regional Rural Bank","2016-09-14"
"Indian Bank",2008254,1016640,3024894,32611.89,2937563,"(A) Public Sector Banks","2016-09-21"
"Indian Bank",353661,81268,434929,3936.85,347091,"(B) Regional Rural Bank","2016-09-21"
"Indian Bank",2016933,1021528,3038461,32667.37,2253369,"(A) Public Sector Banks","2016-09-28"
"Indian Bank",354433,81288,435721,3921.73,347091,"(B) Regional Rural Bank","2016-09-28"
"Indian Bank",2021684,1022895,3044579,32938.11,2253369,"(A) Public Sector Banks","2016-10-05"
"Indian Bank",357902,81325,439227,4063.03,347091,"(B) Regional Rural Bank","2016-10-05"
"Indian Bank",2024722,1023430,3048152,33334.79,2253369,"(A) Public Sector Banks","2016-10-19"
"Indian Bank",359644,81331,440975,4048.83,347091,"(B) Regional Rural Bank","2016-10-19"
"Indian Bank",2024722,1023430,3048152,33334.79,2253369,"(A) Public Sector Banks","2016-10-26"
"Indian Bank",359644,81331,440975,4048.83,347091,"(B) Regional Rural Bank","2016-10-26"
"Indian Bank",2037773,1028415,3066188,33533.98,2271405,"(A) Public Sector Banks","2016-11-02"
"Indian Bank",361595,81363,442958,4130.24,347091,"(B) Regional Rural Bank","2016-11-02"
"Indian Bank",2044150,1029673,3073823,38347.49,2279040,"(A) Public Sector Banks","2016-11-09"
"Indian Bank",361829,81369,443198,4154.02,347091,"(B) Regional Rural Bank","2016-11-09"
"Indian Bank",2044623,1030034,3074657,61131.3,2279874,"(A) Public Sector Banks","2016-11-16"
