Bank Name / Type,Number of Beneficiaries at rural/semiurban centre bank branches,Number of Beneficiaries at urban metro centre bank branches,Number of Total Beneficiaries,Deposits in Accounts(In lac),Number of Rupay Debit Cards issued to beneficiaries,level,date
"UCO Bank",3652022,3701718,7353740,178062.47,6941019,"(A) Public Sector Banks","2016-06-15"
"UCO Bank",1058663,38054,1096717,19.39,557167,"(B) Regional Rural Bank","2016-06-15"
"UCO Bank",3664008,3709308,7373316,178094.09,6941019,"(A) Public Sector Banks","2016-06-22"
"UCO Bank",1059027,38061,1097088,19.39,557167,"(B) Regional Rural Bank","2016-06-22"
"UCO Bank",3674424,3717833,7392257,178360.43,6947627,"(A) Public Sector Banks","2016-06-29"
"UCO Bank",1059027,38061,1097088,19.39,557167,"(B) Regional Rural Bank","2016-06-29"
"UCO Bank",3682738,3723654,7406392,180961.58,6947627,"(A) Public Sector Banks","2016-07-06"
"UCO Bank",1074832,34228,1109060,19.87,557167,"(B) Regional Rural Bank","2016-07-06"
"UCO Bank",3688882,3728953,7417835,181928.39,6947627,"(A) Public Sector Banks","2016-07-13"
"UCO Bank",1074910,34228,1109138,19.87,557167,"(B) Regional Rural Bank","2016-07-13"
"UCO Bank",3702251,3738267,7440518,182178.65,6947627,"(A) Public Sector Banks","2016-07-20"
"UCO Bank",1077722,34435,1112157,19.88,557167,"(B) Regional Rural Bank","2016-07-20"
"UCO Bank",3705631,3740218,7445849,182228.04,6947627,"(A) Public Sector Banks","2016-07-27"
"UCO Bank",1088155,34435,1122590,20.22,557167,"(B) Regional Rural Bank","2016-07-27"
"UCO Bank",3713653,3737040,7450693,183126.31,6947627,"(A) Public Sector Banks","2016-08-03"
"UCO Bank",1088155,34435,1122590,20.33,557167,"(B) Regional Rural Bank","2016-08-03"
"UCO Bank",3719031,3737698,7456729,183179.52,6947627,"(A) Public Sector Banks","2016-08-10"
"UCO Bank",1118252,35725,1153977,20.56,557167,"(B) Regional Rural Bank","2016-08-10"
"UCO Bank",3708848,3754804,7463652,183401.16,6947627,"(A) Public Sector Banks","2016-08-17"
"UCO Bank",1118252,35725,1153977,20.56,557167,"(B) Regional Rural Bank","2016-08-17"
"UCO Bank",3712672,3755139,7467811,183438.67,6947627,"(A) Public Sector Banks","2016-08-24"
"UCO Bank",1118252,35725,1153977,20.56,557167,"(B) Regional Rural Bank","2016-08-24"
"UCO Bank",3716460,3757499,7473959,183223.26,6947725,"(A) Public Sector Banks","2016-08-31"
"UCO Bank",1129732,36319,1166051,21.24,558567,"(B) Regional Rural Bank","2016-08-31"
"UCO Bank",3722058,3757828,7479886,183287.77,6947725,"(A) Public Sector Banks","2016-09-07"
"UCO Bank",1107122,38760,1145882,21.38,558567,"(B) Regional Rural Bank","2016-09-07"
"UCO Bank",3725673,3758589,7484262,178800.23,6947725,"(A) Public Sector Banks","2016-09-14"
"UCO Bank",1108930,39003,1147933,21.39,558602,"(B) Regional Rural Bank","2016-09-14"
"UCO Bank",3788794,3716949,7505743,178861.23,6947725,"(A) Public Sector Banks","2016-09-21"
"UCO Bank",1109915,39047,1148962,21.56,558602,"(B) Regional Rural Bank","2016-09-21"
"UCO Bank",3803680,3730943,7534623,179094.75,6947725,"(A) Public Sector Banks","2016-09-28"
"UCO Bank",1110889,39107,1149996,21.56,558602,"(B) Regional Rural Bank","2016-09-28"
"UCO Bank",3826076,3742842,7568918,182591.82,6947725,"(A) Public Sector Banks","2016-10-05"
"UCO Bank",1126991,40305,1167296,21.57,558602,"(B) Regional Rural Bank","2016-10-05"
"UCO Bank",3844615,3751932,7596547,182099.42,6947725,"(A) Public Sector Banks","2016-10-19"
"UCO Bank",1149122,41454,1190576,21.65,558602,"(B) Regional Rural Bank","2016-10-19"
"UCO Bank",3852361,3753388,7605749,181189.92,6947725,"(A) Public Sector Banks","2016-10-26"
"UCO Bank",1201455,42076,1243531,21.66,558602,"(B) Regional Rural Bank","2016-10-26"
"UCO Bank",3856276,3755283,7611559,182028.69,6947725,"(A) Public Sector Banks","2016-11-02"
"UCO Bank",1211357,42565,1253922,21.89,558602,"(B) Regional Rural Bank","2016-11-02"
"UCO Bank",3860756,3756147,7616903,182793.35,6947725,"(A) Public Sector Banks","2016-11-09"
"UCO Bank",1211357,42565,1253922,21.89,558602,"(B) Regional Rural Bank","2016-11-09"
"UCO Bank",3861790,3756332,7618122,282483.48,6947725,"(A) Public Sector Banks","2016-11-16"
"UCO Bank",1212058,42593,1254651,25.94,558602,"(B) Regional Rural Bank","2016-11-16"
"UCO Bank",3863340,3756332,7619672,304525.12,6947725,"(A) Public Sector Banks","2016-11-23"
"UCO Bank",1255020,44542,1299562,32026.38,558643,"(B) Regional Rural Bank","2016-11-23"
"UCO Bank",3863340,3790073,7653413,341163.46,3860899,"(A) Public Sector Banks","2016-11-30"
"UCO Bank",1266829,45668,1312497,37341.39,558643,"(B) Regional Rural Bank","2016-11-30"
"UCO Bank",3867194,3790188,7657382,349207.42,4189521,"(A) Public Sector Banks","2016-12-07"
"UCO Bank",1276677,45554,1322231,36749.73,558643,"(B) Regional Rural Bank","2016-12-07"
"UCO Bank",3939328,3793383,7732711,347766.73,4675081,"(A) Public Sector Banks","2016-12-14"
"UCO Bank",1276677,45554,1322231,36749.73,558643,"(B) Regional Rural Bank","2016-12-14"
"UCO Bank",2868643,2532428,5401071,149743.17,3807094,"(A) Public Sector Banks","2016-12-21"
"UCO Bank",1291366,45829,1337195,35388.96,558643,"(B) Regional Rural Bank","2016-12-21"
"UCO Bank",2892896,2544540,5437436,147937.13,3828962,"(A) Public Sector Banks","2016-12-28"
"UCO Bank",1293893,46352,1340245,34048.29,558643,"(B) Regional Rural Bank","2016-12-28"
"UCO Bank",2914837,2559964,5474801,143735.94,3856783,"(A) Public Sector Banks","2017-01-04"
"UCO Bank",1300384,47096,1347480,33347.55,558643,"(B) Regional Rural Bank","2017-01-04"
"UCO Bank",2919237,2560647,5479884,141251.09,3861936,"(A) Public Sector Banks","2017-01-11"
"UCO Bank",1317691,46956,1364647,32403.82,558643,"(B) Regional Rural Bank","2017-01-11"
"UCO Bank",2925251,2561990,5487241,139889.93,3869473,"(A) Public Sector Banks","2017-01-18"
"UCO Bank",1319638,47020,1366658,31803.07,558643,"(B) Regional Rural Bank","2017-01-18"
"UCO Bank",2924919,2597673,5522592,138093.01,3876493,"(A) Public Sector Banks","2017-01-25"
"UCO Bank",1322937,47092,1370029,30855.25,558643,"(B) Regional Rural Bank","2017-01-25"
"UCO Bank",2943729,2598004,5541733,137670.89,3883207,"(A) Public Sector Banks","2017-02-01"
"UCO Bank",1341011,48157,1389168,30258.97,558643,"(B) Regional Rural Bank","2017-02-01"
"UCO Bank",2953438,2599209,5552647,134096.94,3888153,"(A) Public Sector Banks","2017-02-08"
"UCO Bank",1344067,48233,1392300,29314.67,558643,"(B) Regional Rural Bank","2017-02-08"
"UCO Bank",3021417,2616559,5637976,131406.31,3894886,"(A) Public Sector Banks","2017-02-22"
"UCO Bank",1353914,48376,1402290,28079.83,558643,"(B) Regional Rural Bank","2017-02-22"
"UCO Bank",3021622,2636087,5657709,129699.32,3898904,"(A) Public Sector Banks","2017-03-01"
"UCO Bank",1354554,48547,1403101,27712.83,558643,"(B) Regional Rural Bank","2017-03-01"
"UCO Bank",3053437,2631298,5684735,127635,3903815,"(A) Public Sector Banks","2017-03-08"
"UCO Bank",1364318,50548,1414866,26745.09,558643,"(B) Regional Rural Bank","2017-03-08"
"UCO Bank",3055924,2633944,5689868,127502.63,3906646,"(A) Public Sector Banks","2017-03-15"
"UCO Bank",1369399,49515,1418914,26181.42,558643,"(B) Regional Rural Bank","2017-03-15"
"UCO Bank",3062481,2638523,5701004,126305.66,3907866,"(A) Public Sector Banks","2017-03-22"
"UCO Bank",1371028,51580,1422608,25966.42,558643,"(B) Regional Rural Bank","2017-03-22"
"UCO Bank",3076888,2644306,5721194,126356.69,3909509,"(A) Public Sector Banks","2017-03-29"
"UCO Bank",1385805,51760,1437565,14929.35,558643,"(B) Regional Rural Bank","2017-03-29"
"UCO Bank",3085574,2650505,5736079,130870.76,3912501,"(A) Public Sector Banks","2017-04-05"
"UCO Bank",1386451,48955,1435406,25176.24,536424,"(B) Regional Rural Bank","2017-04-05"
"UCO Bank",3085574,2656964,5742538,130320.5,3915779,"(A) Public Sector Banks","2017-04-12"
"UCO Bank",1398346,51911,1450257,24508.15,536424,"(B) Regional Rural Bank","2017-04-12"
"UCO Bank",3095438,2655368,5750806,130250.26,3918477,"(A) Public Sector Banks","2017-04-19"
"UCO Bank",1399748,51994,1451742,24318.33,536424,"(B) Regional Rural Bank","2017-04-19"
"UCO Bank",3106408,2660563,5766971,129835.66,3921850,"(A) Public Sector Banks","2017-04-26"
