Bank Name / Type,Number of Beneficiaries at rural/semiurban centre bank branches,Number of Beneficiaries at urban metro centre bank branches,Number of Total Beneficiaries,Deposits in Accounts(In lac),Number of Rupay Debit Cards issued to beneficiaries,level,date
"State Bank of Mysore",278195,84277,362472,1435.42,316411,"(B) Regional Rural Bank","2016-06-08"
"State Bank of Mysore",804276,222533,1026809,9576.42,845488,"(A) Public Sector Banks","2016-10-12"
"State Bank of Mysore",279018,84609,363627,1443.23,316743,"(B) Regional Rural Bank","2016-10-12"
"State Bank of Mysore",868184,229642,1097826,14254.81,898139,"(A) Public Sector Banks","2017-02-15"
"State Bank of Mysore",291024,76790,367814,13058.13,308564,"(B) Regional Rural Bank","2017-02-15"
"State Bank of Mysore",753775,218793,972568,8609.98,813116,"(A) Public Sector Banks","2016-06-15"
"State Bank of Mysore",278236,84293,362529,1436.07,316475,"(B) Regional Rural Bank","2016-06-15"
"State Bank of Mysore",755552,218895,974447,8583.06,813944,"(A) Public Sector Banks","2016-06-22"
"State Bank of Mysore",278291,84316,362607,1436.65,316557,"(B) Regional Rural Bank","2016-06-22"
"State Bank of Mysore",757442,219062,976504,8558.82,815126,"(A) Public Sector Banks","2016-06-29"
"State Bank of Mysore",278338,84331,362669,1437.01,316607,"(B) Regional Rural Bank","2016-06-29"
"State Bank of Mysore",758984,219195,978179,8867.97,815745,"(A) Public Sector Banks","2016-07-06"
"State Bank of Mysore",278407,84358,362765,1437.47,316573,"(B) Regional Rural Bank","2016-07-06"
"State Bank of Mysore",760905,219351,980256,8834.75,816968,"(A) Public Sector Banks","2016-07-13"
"State Bank of Mysore",278443,84373,362816,1437.87,316646,"(B) Regional Rural Bank","2016-07-13"
"State Bank of Mysore",764415,219628,984043,8935.75,818941,"(A) Public Sector Banks","2016-07-20"
"State Bank of Mysore",278498,84400,362898,1438.63,316672,"(B) Regional Rural Bank","2016-07-20"
"State Bank of Mysore",769757,219878,989635,8897.14,822596,"(A) Public Sector Banks","2016-07-27"
"State Bank of Mysore",278545,84423,362968,1439.01,316704,"(B) Regional Rural Bank","2016-07-27"
"State Bank of Mysore",774633,220073,994706,8914.4,826480,"(A) Public Sector Banks","2016-08-03"
"State Bank of Mysore",278587,84441,363028,1439.25,316704,"(B) Regional Rural Bank","2016-08-03"
"State Bank of Mysore",781482,220394,1001876,9015.16,831210,"(A) Public Sector Banks","2016-08-10"
"State Bank of Mysore",278639,84464,363103,1439.5,316704,"(B) Regional Rural Bank","2016-08-10"
"State Bank of Mysore",783520,220555,1004075,8892.07,832500,"(A) Public Sector Banks","2016-08-17"
"State Bank of Mysore",278685,84481,363166,1439.62,316704,"(B) Regional Rural Bank","2016-08-17"
"State Bank of Mysore",788516,220872,1009388,9023.8,836101,"(A) Public Sector Banks","2016-08-24"
"State Bank of Mysore",278730,84501,363231,1439.95,316714,"(B) Regional Rural Bank","2016-08-24"
"State Bank of Mysore",790218,221091,1011309,8987.3,836857,"(A) Public Sector Banks","2016-08-31"
"State Bank of Mysore",278764,84514,363278,1440.46,316726,"(B) Regional Rural Bank","2016-08-31"
"State Bank of Mysore",791639,221206,1012845,9223.35,837514,"(A) Public Sector Banks","2016-09-07"
"State Bank of Mysore",278809,84529,363338,1440.7,316727,"(B) Regional Rural Bank","2016-09-07"
"State Bank of Mysore",791639,221206,1012845,9258.45,837514,"(A) Public Sector Banks","2016-09-14"
"State Bank of Mysore",278826,84536,363362,1440.91,316733,"(B) Regional Rural Bank","2016-09-14"
"State Bank of Mysore",798154,221693,1019847,9288.03,842149,"(A) Public Sector Banks","2016-09-21"
