Bank Name / Type,Number of Beneficiaries at rural/semiurban centre bank branches,Number of Beneficiaries at urban metro centre bank branches,Number of Total Beneficiaries,Deposits in Accounts(In lac),Number of Rupay Debit Cards issued to beneficiaries,level,date
"State Bank of Patiala",45928,665,46593,1642.81,36767,"(B) Regional Rural Bank","2016-01-06"
"State Bank of Patiala",425304,782180,1207484,16674.86,1142527,"(A) Public Sector Banks","2016-01-13"
"State Bank of Patiala",46007,665,46672,1006.92,36769,"(B) Regional Rural Bank","2016-01-13"
"State Bank of Patiala",425439,782360,1207799,16629.23,1142596,"(A) Public Sector Banks","2016-01-20"
"State Bank of Patiala",46100,665,46765,1000.56,36769,"(B) Regional Rural Bank","2016-01-20"
"State Bank of Patiala",425628,782529,1208157,16595.34,1142668,"(A) Public Sector Banks","2016-01-27"
"State Bank of Patiala",46172,665,46837,996.25,36769,"(B) Regional Rural Bank","2016-01-27"
"State Bank of Patiala",425949,782829,1208778,16125.3,1142738,"(A) Public Sector Banks","2016-02-10"
"State Bank of Patiala",46452,665,47117,999.1,36770,"(B) Regional Rural Bank","2016-02-10"
"State Bank of Patiala",425959,782839,1208798,16228.25,1142746,"(A) Public Sector Banks","2016-02-17"
"State Bank of Patiala",46611,665,47276,1005.52,36770,"(B) Regional Rural Bank","2016-02-17"
"State Bank of Patiala",425969,782849,1208818,16167.17,1142752,"(A) Public Sector Banks","2016-02-24"
"State Bank of Patiala",46740,665,47405,1025.05,36770,"(B) Regional Rural Bank","2016-02-24"
"State Bank of Patiala",425979,782859,1208838,16283.32,1142759,"(A) Public Sector Banks","2016-03-02"
"State Bank of Patiala",46887,665,47552,1005.27,36770,"(B) Regional Rural Bank","2016-03-02"
"State Bank of Patiala",425991,782871,1208862,16530.02,1142771,"(A) Public Sector Banks","2016-03-09"
"State Bank of Patiala",46887,665,47552,1005.27,36770,"(B) Regional Rural Bank","2016-03-09"
"State Bank of Patiala",425997,782877,1208874,16887.61,1142777,"(A) Public Sector Banks","2016-03-16"
"State Bank of Patiala",47140,672,47812,1066.39,36773,"(B) Regional Rural Bank","2016-03-16"
"State Bank of Patiala",426037,782921,1208958,17081.26,1142796,"(A) Public Sector Banks","2016-03-23"
"State Bank of Patiala",47292,672,47964,1095.42,36777,"(B) Regional Rural Bank","2016-03-23"
"State Bank of Patiala",426067,782956,1209023,17154.13,1142805,"(A) Public Sector Banks","2016-03-30"
"State Bank of Patiala",47372,672,48044,1098.93,36777,"(B) Regional Rural Bank","2016-03-30"
"State Bank of Patiala",426078,782967,1209045,17252.37,1142813,"(A) Public Sector Banks","2016-04-06"
"State Bank of Patiala",47518,672,48190,1067.73,36778,"(B) Regional Rural Bank","2016-04-06"
"State Bank of Patiala",426089,782982,1209071,17443.29,1142831,"(A) Public Sector Banks","2016-04-13"
"State Bank of Patiala",47670,672,48342,1062.56,36780,"(B) Regional Rural Bank","2016-04-13"
"State Bank of Patiala",426097,782994,1209091,17289.6,1142841,"(A) Public Sector Banks","2016-04-20"
"State Bank of Patiala",47758,672,48430,1073.53,36780,"(B) Regional Rural Bank","2016-04-20"
"State Bank of Patiala",426107,783007,1209114,17545.08,1142856,"(A) Public Sector Banks","2016-04-27"
"State Bank of Patiala",47902,672,48574,1065.23,36781,"(B) Regional Rural Bank","2016-04-27"
"State Bank of Patiala",426119,783019,1209138,17692.88,1142873,"(A) Public Sector Banks","2016-05-04"
"State Bank of Patiala",48034,672,48706,1133.08,36782,"(B) Regional Rural Bank","2016-05-04"
"State Bank of Patiala",426133,783033,1209166,17874.19,1142885,"(A) Public Sector Banks","2016-05-11"
"State Bank of Patiala",48177,672,48849,1113.73,36782,"(B) Regional Rural Bank","2016-05-11"
"State Bank of Patiala",426145,783046,1209191,18159.33,1142898,"(A) Public Sector Banks","2016-05-18"
"State Bank of Patiala",48305,672,48977,1128.73,36782,"(B) Regional Rural Bank","2016-05-18"
"State Bank of Patiala",426158,783059,1209217,18484.34,1142911,"(A) Public Sector Banks","2016-05-25"
"State Bank of Patiala",48477,672,49149,1138.92,36782,"(B) Regional Rural Bank","2016-05-25"
"State Bank of Patiala",426170,783071,1209241,18606.54,1142925,"(A) Public Sector Banks","2016-06-01"
"State Bank of Patiala",48589,672,49261,1145.45,36782,"(B) Regional Rural Bank","2016-06-01"
"State Bank of Patiala",370166,693142,1063308,23224.39,1021097,"(A) Public Sector Banks","2015-01-21"
"State Bank of Patiala",34869,618,35487,446.34,32611,"(B) Regional Rural Bank","2015-01-21"
"State Bank of Patiala",413520,768268,1181788,23267.56,1126009,"(A) Public Sector Banks","2015-05-27"
"State Bank of Patiala",41477,657,42134,638.02,36670,"(B) Regional Rural Bank","2015-05-27"
"State Bank of Patiala",424762,781539,1206301,22902.4,1142218,"(A) Public Sector Banks","2015-09-30"
"State Bank of Patiala",44982,662,45644,816.96,36759,"(B) Regional Rural Bank","2015-09-30"
"State Bank of Patiala",425886,782793,1208679,16548.85,1142723,"(A) Public Sector Banks","2016-02-03"
"State Bank of Patiala",46304,665,46969,988.67,36770,"(B) Regional Rural Bank","2016-02-03"
"State Bank of Patiala",426183,783084,1209267,18724.15,1142938,"(A) Public Sector Banks","2016-06-08"
"State Bank of Patiala",48750,672,49422,1174.74,36783,"(B) Regional Rural Bank","2016-06-08"
"State Bank of Patiala",426555,783235,1209790,21255.38,1143118,"(A) Public Sector Banks","2016-10-12"
