Bank Name / Type,Number of Beneficiaries at rural/semiurban centre bank branches,Number of Beneficiaries at urban metro centre bank branches,Number of Total Beneficiaries,Deposits in Accounts(In lac),Number of Rupay Debit Cards issued to beneficiaries,level,date
"Indian Overseas Bank",929840,9717,939557,17855.13,616138,"(B) Regional Rural Bank","2016-08-03"
"Indian Overseas Bank",1428748,2433885,3862633,47805.53,3730544,"(A) Public Sector Banks","2016-08-10"
"Indian Overseas Bank",929840,9717,939557,17855.13,616138,"(B) Regional Rural Bank","2016-08-10"
"Indian Overseas Bank",1428748,2433885,3862633,47805.53,3729205,"(A) Public Sector Banks","2016-08-17"
"Indian Overseas Bank",886841,9717,896558,16131.31,616138,"(B) Regional Rural Bank","2016-08-17"
"Indian Overseas Bank",1428748,2433885,3862633,47805.53,3730544,"(A) Public Sector Banks","2016-08-24"
"Indian Overseas Bank",929840,9717,939557,17855.13,616138,"(B) Regional Rural Bank","2016-08-24"
"Indian Overseas Bank",1428748,2433885,3862633,47805.53,3730544,"(A) Public Sector Banks","2016-08-31"
"Indian Overseas Bank",929840,9717,939557,17855.13,616138,"(B) Regional Rural Bank","2016-08-31"
"Indian Overseas Bank",1428748,2433885,3862633,47805.53,3730544,"(A) Public Sector Banks","2016-09-07"
"Indian Overseas Bank",929840,9717,939557,17855.13,616138,"(B) Regional Rural Bank","2016-09-07"
"Indian Overseas Bank",1460021,2566473,4026494,58969.76,3840159,"(A) Public Sector Banks","2016-09-14"
"Indian Overseas Bank",929840,9717,939557,17855.13,616138,"(B) Regional Rural Bank","2016-09-14"
"Indian Overseas Bank",1460021,2566473,4026494,58969.76,3840159,"(A) Public Sector Banks","2016-09-21"
"Indian Overseas Bank",929840,9717,939557,17855.13,616138,"(B) Regional Rural Bank","2016-09-21"
"Indian Overseas Bank",1460021,2566473,4026494,58969.76,3840159,"(A) Public Sector Banks","2016-09-28"
"Indian Overseas Bank",929840,9717,939557,17855.13,616138,"(B) Regional Rural Bank","2016-09-28"
"Indian Overseas Bank",1460021,2566473,4026494,58969.76,3840159,"(A) Public Sector Banks","2016-10-05"
"Indian Overseas Bank",929840,9717,939557,17855.13,616138,"(B) Regional Rural Bank","2016-10-05"
"Indian Overseas Bank",1460021,2566473,4026494,58969.76,3840159,"(A) Public Sector Banks","2016-10-19"
"Indian Overseas Bank",929840,9717,939557,17855.13,616138,"(B) Regional Rural Bank","2016-10-19"
"Indian Overseas Bank",1460021,2566473,4026494,58969.76,3840159,"(A) Public Sector Banks","2016-10-26"
"Indian Overseas Bank",929840,9717,939557,17855.13,616138,"(B) Regional Rural Bank","2016-10-26"
"Indian Overseas Bank",1484524,2594813,4079337,60202.41,3853540,"(A) Public Sector Banks","2016-11-02"
"Indian Overseas Bank",929840,9717,939557,17855.13,616138,"(B) Regional Rural Bank","2016-11-02"
"Indian Overseas Bank",1484524,2594813,4079337,60202.41,3853540,"(A) Public Sector Banks","2016-11-09"
"Indian Overseas Bank",929840,9717,939557,17855.13,616138,"(B) Regional Rural Bank","2016-11-09"
"Indian Overseas Bank",1486072,2597630,4083702,86834.07,3849212,"(A) Public Sector Banks","2016-11-16"
"Indian Overseas Bank",929840,9717,939557,17855.13,616138,"(B) Regional Rural Bank","2016-11-16"
"Indian Overseas Bank",1483827,2594935,4078762,98143.07,3840924,"(A) Public Sector Banks","2016-11-23"
"Indian Overseas Bank",979353,9757,989110,32148.74,616138,"(B) Regional Rural Bank","2016-11-23"
"Indian Overseas Bank",909628,3171990,4081618,98142.41,3838946,"(A) Public Sector Banks","2016-11-30"
"Indian Overseas Bank",978635,9758,988393,31120.59,616138,"(B) Regional Rural Bank","2016-11-30"
"Indian Overseas Bank",912375,3182964,4095339,94459.9,3837249,"(A) Public Sector Banks","2016-12-07"
"Indian Overseas Bank",979152,9756,988908,30884.53,616138,"(B) Regional Rural Bank","2016-12-07"
"Indian Overseas Bank",914700,3189988,4104688,93329.72,3836073,"(A) Public Sector Banks","2016-12-14"
"Indian Overseas Bank",979343,9756,989099,30678.46,616138,"(B) Regional Rural Bank","2016-12-14"
"Indian Overseas Bank",919049,3204151,4123200,92062.02,3832757,"(A) Public Sector Banks","2016-12-21"
"Indian Overseas Bank",979943,9752,989695,30482.68,616138,"(B) Regional Rural Bank","2016-12-21"
"Indian Overseas Bank",921564,3212108,4133672,91596.28,3830694,"(A) Public Sector Banks","2016-12-28"
"Indian Overseas Bank",980671,9749,990420,30353.11,616138,"(B) Regional Rural Bank","2016-12-28"
"Indian Overseas Bank",925371,3223850,4149221,87723.64,3827335,"(A) Public Sector Banks","2017-01-04"
"Indian Overseas Bank",984096,9752,993848,25482.72,616138,"(B) Regional Rural Bank","2017-01-04"
"Indian Overseas Bank",929455,3238316,4167771,85279.21,3823294,"(A) Public Sector Banks","2017-01-11"
"Indian Overseas Bank",985903,9754,995657,25163.33,616138,"(B) Regional Rural Bank","2017-01-11"
"Indian Overseas Bank",931407,3243898,4175305,83593.63,3821396,"(A) Public Sector Banks","2017-01-18"
"Indian Overseas Bank",986003,9754,995757,25018.93,616138,"(B) Regional Rural Bank","2017-01-18"
