Bank Name / Type,Number of Beneficiaries at rural/semiurban centre bank branches,Number of Beneficiaries at urban metro centre bank branches,Number of Total Beneficiaries,Deposits in Accounts(In lac),Number of Rupay Debit Cards issued to beneficiaries,level,date
"Canara Bank",4174167,1983105,6157272,89870.62,6157272,"(A) Public Sector Banks","2015-09-02"
"Canara Bank",499810,346091,845901,21135.51,845901,"(B) Regional Rural Bank","2015-09-02"
"Canara Bank",4174167,1983105,6157272,89947.28,6157272,"(A) Public Sector Banks","2015-09-09"
"Canara Bank",501335,347093,848428,21147.3,848290,"(B) Regional Rural Bank","2015-09-09"
"Canara Bank",4174167,1983105,6157272,90757.26,6157272,"(A) Public Sector Banks","2015-09-16"
"Canara Bank",507428,351791,859219,21157.25,859219,"(B) Regional Rural Bank","2015-09-16"
"Canara Bank",4174167,1983105,6157272,90975.46,6157272,"(A) Public Sector Banks","2015-09-23"
"Canara Bank",509755,353332,863087,21171.02,863087,"(B) Regional Rural Bank","2015-09-23"
"Canara Bank",4564509,2070528,6635037,101216.1,6632551,"(A) Public Sector Banks","2015-10-07"
"Canara Bank",512879,355409,868288,21189.56,868288,"(B) Regional Rural Bank","2015-10-07"
"Canara Bank",4847350,2222025,7069375,111816.87,7027575,"(A) Public Sector Banks","2015-10-14"
"Canara Bank",514696,356617,871313,21200.5,871313,"(B) Regional Rural Bank","2015-10-14"
"Canara Bank",4837205,2236565,7073770,112342.63,7031223,"(A) Public Sector Banks","2015-10-21"
"Canara Bank",516487,357816,874303,21213.6,874303,"(B) Regional Rural Bank","2015-10-21"
"Canara Bank",4865519,2231150,7096669,110230.7,7054689,"(A) Public Sector Banks","2015-10-28"
"Canara Bank",517687,358590,876277,21220,876277,"(B) Regional Rural Bank","2015-10-28"
"Canara Bank",4877854,2234161,7112015,113263.11,7059141,"(A) Public Sector Banks","2015-11-04"
"Canara Bank",520854,360865,881719,21234.05,881719,"(B) Regional Rural Bank","2015-11-04"
"Canara Bank",4889877,2234573,7124450,113752.63,7059145,"(A) Public Sector Banks","2015-11-11"
"Canara Bank",521886,361782,883668,21237.84,883668,"(B) Regional Rural Bank","2015-11-11"
"Canara Bank",4892013,2237337,7129350,112735.45,7062555,"(A) Public Sector Banks","2015-11-18"
"Canara Bank",523743,362929,886672,21246.48,886672,"(B) Regional Rural Bank","2015-11-18"
"Canara Bank",4898340,2239102,7137442,111877.42,7063992,"(A) Public Sector Banks","2015-11-25"
"Canara Bank",525947,364141,890088,21258.56,890088,"(B) Regional Rural Bank","2015-11-25"
"Canara Bank",4893472,2236111,7129583,113282.8,6854929,"(A) Public Sector Banks","2015-12-02"
"Canara Bank",528270,365612,893882,21272.81,893882,"(B) Regional Rural Bank","2015-12-02"
"Canara Bank",4903265,2238025,7141290,115280.62,6868997,"(A) Public Sector Banks","2015-12-09"
