Bank Name / Type,Number of Beneficiaries at rural/semiurban centre bank branches,Number of Beneficiaries at urban metro centre bank branches,Number of Total Beneficiaries,Deposits in Accounts(In lac),Number of Rupay Debit Cards issued to beneficiaries,level,date
Vijaya Bank,820655,575532,1396187,14482.06,1392704,(A) Public Sector Banks,03/09/2016
Public Sector Banks Sub Total,93320554,73770741,167091295,2710822.18,141797818,(A) Public Sector Banks,03/09/2016
Allahabad Bank,647108,154518,801626,7585.35,759582,(B) Regional Rural Bank,03/09/2016
Andhra Bank,144692,13064,157756,1572.64,97804,(B) Regional Rural Bank,03/09/2016
Bank of Baroda,3043274,844528,3887802,62188.86,3403931,(B) Regional Rural Bank,03/09/2016
Bank of India,2266718,749742,3016460,25014.96,2654019,(B) Regional Rural Bank,03/09/2016
Bank of Maharashtra,381865,68491,450356,6376.63,450356,(B) Regional Rural Bank,03/09/2016
Canara Bank,546612,377682,924294,21357.89,924294,(B) Regional Rural Bank,03/09/2016
Central Bank of India,3572206,687960,4260166,84710.8,3989340,(B) Regional Rural Bank,03/09/2016
Dena Bank,284902,19818,304720,3029.54,285270,(B) Regional Rural Bank,03/09/2016
Indian Bank,339195,74625,413820,3304.24,345650,(B) Regional Rural Bank,03/09/2016
Indian Overseas Bank,878172,9717,887889,14704.27,616138,(B) Regional Rural Bank,03/09/2016
Jammu & Kashmir Bank Ltd,71651,13478,85129,2632.25,0,(B) Regional Rural Bank,03/09/2016
Punjab & Sind Bank,13267,2613,15880,230.85,12100,(B) Regional Rural Bank,03/09/2016
Punjab National Bank,2926306,360638,3286944,58431.32,2274154,(B) Regional Rural Bank,03/09/2016
State Bank of Bikaner & Jaipur,1806598,41226,1847824,24463.32,871983,(B) Regional Rural Bank,03/09/2016
State Bank of Hyderabad,757391,128625,886016,23962.04,508374,(B) Regional Rural Bank,03/09/2016
State Bank of India,5785532,986857,6772389,86422.32,3583179,(B) Regional Rural Bank,03/09/2016
State Bank of Mysore,277574,84013,361587,1430.03,315811,(B) Regional Rural Bank,03/09/2016
State Bank of Patiala,46887,665,47552,1005.27,36770,(B) Regional Rural Bank,03/09/2016
Syndicate Bank,1702742,423205,2125947,50336.15,1976230,(B) Regional Rural Bank,03/09/2016
UCO Bank,914611,31980,946591,14286.67,536839,(B) Regional Rural Bank,03/09/2016
Union Bank of India,579908,156467,736375,3743.84,671520,(B) Regional Rural Bank,03/09/2016
United Bank of India,5217425,81707,5299132,91588.18,2406072,(B) Regional Rural Bank,03/09/2016
Regional Rural Banks Sub Total,32204636,5311619,37516255,588377.42,26719416,(B) Regional Rural Bank,03/09/2016
Axis Bank Ltd,126837,462822,589659,8183.49,541920,(C) Major Private Banks,03/09/2016
City Union Bank Ltd,14413,64163,78576,1050.77,69595,(C) Major Private Banks,03/09/2016
Federal Bank Ltd,342298,70856,413154,13307.06,374402,(C) Major Private Banks,03/09/2016
HDFC Bank Ltd,306058,1273564,1579622,54347.2,1578944,(C) Major Private Banks,03/09/2016
ICICI Bank Ltd,2347762,316615,2664377,13838.92,2639695,(C) Major Private Banks,03/09/2016
IndusInd Bank Ltd,34072,272367,306439,1827.84,292049,(C) Major Private Banks,03/09/2016
Jammu & Kashmir Bank Ltd,1157323,122298,1279621,28420.38,1121292,(C) Major Private Banks,03/09/2016
Karur Vysya Bank,19037,122030,141067,1033.54,123369,(C) Major Private Banks,03/09/2016
Kotak Mahindra Bank Ltd,92190,91583,183773,1637.6,113087,(C) Major Private Banks,03/09/2016
Lakshmi Vilas Bank Ltd,57965,101822,159787,1139.06,156341,(C) Major Private Banks,03/09/2016
RBL Bank Ltd,59787,35520,95307,489.45,95307,(C) Major Private Banks,03/09/2016
South Indian Bank Ltd,17363,85773,103136,1406.57,50414,(C) Major Private Banks,03/09/2016
Yes Bank Ltd,7538,5760,13298,125.97,11738,(C) Major Private Banks,03/09/2016
Major Private Banks Sub Total,4582643,3025173,7607816,126807.85,7168153,(C) Major Private Banks,03/09/2016
Public Sector Banks,93708050,74022126,167730176,2752153.38,142287617,Summary,03/16/2016
Regional Rural Banks,32393009,5329674,37722683,603683.47,26745552,Summary,03/16/2016
Private Sector Banks,4650528,3031321,7681849,128328.5,7233312,Summary,03/16/2016
Grand Total,130751587,82383121,213134708,3484165.35,176266481,Summary,03/16/2016
Allahabad Bank,3412810,955523,4368333,43943.91,4285998,(A) Public Sector Banks,03/16/2016
Andhra Bank,1458674,715880,2174554,20571.66,1915907,(A) Public Sector Banks,03/16/2016
Bank of Baroda,5430567,6982060,12412627,236145.19,11789321,(A) Public Sector Banks,03/16/2016
Bank of India,5079873,6108040,11187913,135609.4,10229343,(A) Public Sector Banks,03/16/2016
Bank of Maharashtra,2400346,803741,3204087,51154.76,1723509,(A) Public Sector Banks,03/16/2016
Bhartiya Mahila Bank,0,67395,67395,1483.09,67395,(A) Public Sector Banks,03/16/2016
Canara Bank,5088703,2295417,7384120,129364.28,7044931,(A) Public Sector Banks,03/16/2016
Central Bank of India,5872466,1517596,7390062,80890.12,5661574,(A) Public Sector Banks,03/16/2016
Corporation Bank,1293025,1295099,2588124,74429.11,2538557,(A) Public Sector Banks,03/16/2016
Dena Bank,2556091,985720,3541811,55517.06,2724327,(A) Public Sector Banks,03/16/2016
IDBI Bank Ltd.,566633,492499,1059132,8389.41,931011,(A) Public Sector Banks,03/16/2016
Indian Bank,1990373,996901,2987274,30891.03,2953556,(A) Public Sector Banks,03/16/2016
Indian Overseas Bank,1426748,2433539,3860287,47805.53,3729205,(A) Public Sector Banks,03/16/2016
Oriental Bank of Commerce,2174692,1487816,3662508,296536.94,3567731,(A) Public Sector Banks,03/16/2016
Punjab & Sind Bank,849565,425772,1275337,44557.38,1266114,(A) Public Sector Banks,03/16/2016
Punjab National Bank,10978413,2065156,13043569,157692.66,9694505,(A) Public Sector Banks,03/16/2016
State Bank of Bikaner & Jaipur,1776364,1738775,3515139,89417.33,3120590,(A) Public Sector Banks,03/16/2016
State Bank of Hyderabad,996863,1809964,2806827,27108.51,2739943,(A) Public Sector Banks,03/16/2016
State Bank of India,23058945,29817252,52876197,432975.8,41960743,(A) Public Sector Banks,03/16/2016
State Bank of Mysore,697088,218088,915176,9071.05,800430,(A) Public Sector Banks,03/16/2016
State Bank of Patiala,425997,782877,1208874,16887.61,1142777,(A) Public Sector Banks,03/16/2016
State Bank of Travancore,52312,458493,510805,9695.64,327128,(A) Public Sector Banks,03/16/2016
Syndicate Bank,2773639,1229617,4003256,81084.9,3584678,(A) Public Sector Banks,03/16/2016
UCO Bank,3554408,3616977,7171385,163279.86,6864271,(A) Public Sector Banks,03/16/2016
Union Bank of India,4549512,1256880,5806392,80336.3,5519718,(A) Public Sector Banks,03/16/2016
United Bank of India,4415120,2883493,7298613,412351.03,4697222,(A) Public Sector Banks,03/16/2016
Vijaya Bank,828823,581556,1410379,14963.81,1407133,(A) Public Sector Banks,03/16/2016
Public Sector Banks Sub Total,93708050,74022126,167730176,2752153.38,142287617,(A) Public Sector Banks,03/16/2016
Allahabad Bank,647633,154650,802283,7658.47,759893,(B) Regional Rural Bank,03/16/2016
Andhra Bank,144763,13084,157847,1584.14,97811,(B) Regional Rural Bank,03/16/2016
Bank of Baroda,3065474,849255,3914729,63405.41,3404985,(B) Regional Rural Bank,03/16/2016
Bank of India,2273293,751638,3024931,26253.7,2654019,(B) Regional Rural Bank,03/16/2016
Bank of Maharashtra,381865,68491,450356,6376.64,450356,(B) Regional Rural Bank,03/16/2016
Canara Bank,547716,378396,926112,21361.66,926112,(B) Regional Rural Bank,03/16/2016
Central Bank of India,3573193,688482,4261675,85904.14,3989487,(B) Regional Rural Bank,03/16/2016
Dena Bank,285496,19968,305464,3041.74,285270,(B) Regional Rural Bank,03/16/2016
Indian Bank,339231,74656,413887,3403.7,345650,(B) Regional Rural Bank,03/16/2016
Indian Overseas Bank,883626,9720,893346,15453.87,616138,(B) Regional Rural Bank,03/16/2016
Jammu & Kashmir Bank Ltd,71815,13527,85342,2658.43,15497,(B) Regional Rural Bank,03/16/2016
Punjab & Sind Bank,13340,2639,15979,237.64,12100,(B) Regional Rural Bank,03/16/2016
Punjab National Bank,2931708,361049,3292757,59525.04,2277663,(B) Regional Rural Bank,03/16/2016
State Bank of Bikaner & Jaipur,1814706,41448,1856154,24672.41,872089,(B) Regional Rural Bank,03/16/2016
State Bank of Hyderabad,757391,128625,886016,23962.04,508374,(B) Regional Rural Bank,03/16/2016
State Bank of India,5818185,990025,6808210,89795.9,3585915,(B) Regional Rural Bank,03/16/2016
State Bank of Mysore,277626,84033,361659,1430.4,315819,(B) Regional Rural Bank,03/16/2016
State Bank of Patiala,47140,672,47812,1066.39,36773,(B) Regional Rural Bank,03/16/2016
Syndicate Bank,1732179,426802,2158981,51243.8,1976230,(B) Regional Rural Bank,03/16/2016
UCO Bank,965828,31989,997817,17817.75,536839,(B) Regional Rural Bank,03/16/2016
Union Bank of India,584538,158456,742994,3756.09,672065,(B) Regional Rural Bank,03/16/2016
United Bank of India,5236263,82069,5318332,93074.13,2406467,(B) Regional Rural Bank,03/16/2016
Regional Rural Banks Sub Total,32393009,5329674,37722683,603683.47,26745552,(B) Regional Rural Bank,03/16/2016
Axis Bank Ltd,126837,462822,589659,8183.49,541920,(C) Major Private Banks,03/16/2016
City Union Bank Ltd,14413,64163,78576,1050.77,69595,(C) Major Private Banks,03/16/2016
Federal Bank Ltd,344473,71067,415540,13304.53,376818,(C) Major Private Banks,03/16/2016
HDFC Bank Ltd,307770,1276831,1584601,54864.79,1583923,(C) Major Private Banks,03/16/2016
ICICI Bank Ltd,2409097,317031,2726128,13895.33,2695301,(C) Major Private Banks,03/16/2016
IndusInd Bank Ltd,34502,273251,307753,1880.84,293478,(C) Major Private Banks,03/16/2016
Jammu & Kashmir Bank Ltd,1159255,122485,1281740,29232.51,1121975,(C) Major Private Banks,03/16/2016
Karur Vysya Bank,19168,123073,142241,1136.14,123318,(C) Major Private Banks,03/16/2016
Kotak Mahindra Bank Ltd,92285,91626,183911,1603.33,113134,(C) Major Private Banks,03/16/2016
Lakshmi Vilas Bank Ltd,58030,101939,159969,1168.94,156341,(C) Major Private Banks,03/16/2016
RBL Bank Ltd,59787,35520,95307,458.97,95307,(C) Major Private Banks,03/16/2016
South Indian Bank Ltd,17360,85748,103108,1421.27,50464,(C) Major Private Banks,03/16/2016
Yes Bank Ltd,7551,5765,13316,127.6,11738,(C) Major Private Banks,03/16/2016
Major Private Banks Sub Total,4650528,3031321,7681849,128328.5,7233312,(C) Major Private Banks,03/16/2016
Public Sector Banks,94022041,74244529,168266570,2774164.4,142732113,Summary,03/23/2016
Regional Rural Banks,32468472,5345141,37813613,613910.97,26808810,Summary,03/23/2016
Private Sector Banks,4717144,3036959,7754103,133616.83,7290281,Summary,03/23/2016
Grand Total,131207657,82626629,213834286,3521692.2,176831204,Summary,03/23/2016
Allahabad Bank,3435038,956626,4391664,45245.68,4288576,(A) Public Sector Banks,03/23/2016
Andhra Bank,1460218,716160,2176378,20722.53,1915907,(A) Public Sector Banks,03/23/2016
Bank of Baroda,5460231,7017332,12477563,242171.23,11844937,(A) Public Sector Banks,03/23/2016
Bank of India,5110198,6139055,11249253,138389.62,10328383,(A) Public Sector Banks,03/23/2016
Bank of Maharashtra,2404489,804609,3209098,51484.89,1723509,(A) Public Sector Banks,03/23/2016
Bhartiya Mahila Bank,0,67437,67437,1503.5,67437,(A) Public Sector Banks,03/23/2016
Canara Bank,5103735,2299906,7403641,130216.74,7048024,(A) Public Sector Banks,03/23/2016
Central Bank of India,5886264,1519481,7405745,82460.46,5673621,(A) Public Sector Banks,03/23/2016
Corporation Bank,1294551,1296056,2590607,74408.1,2541003,(A) Public Sector Banks,03/23/2016
Dena Bank,2569479,986556,3556035,55820.88,2798123,(A) Public Sector Banks,03/23/2016
IDBI Bank Ltd.,568042,493951,1061993,8432.17,930945,(A) Public Sector Banks,03/23/2016
Indian Bank,1992548,997788,2990336,31309.84,2956630,(A) Public Sector Banks,03/23/2016
Indian Overseas Bank,1426748,2433539,3860287,47805.53,3729205,(A) Public Sector Banks,03/23/2016
Oriental Bank of Commerce,2177619,1489626,3667245,297865.1,3575503,(A) Public Sector Banks,03/23/2016
Punjab & Sind Bank,849638,425812,1275450,44261.38,1266114,(A) Public Sector Banks,03/23/2016
Punjab National Bank,11001224,2065851,13067075,159147.56,9735810,(A) Public Sector Banks,03/23/2016
State Bank of Bikaner & Jaipur,1779717,1741790,3521507,91568.71,3128138,(A) Public Sector Banks,03/23/2016
State Bank of Hyderabad,996856,1810213,2807069,27503.57,2739943,(A) Public Sector Banks,03/23/2016
State Bank of India,23170016,29923739,53093755,433223.69,42049145,(A) Public Sector Banks,03/23/2016
State Bank of Mysore,713637,218237,931874,8102.53,807547,(A) Public Sector Banks,03/23/2016
State Bank of Patiala,426037,782921,1208958,17081.26,1142796,(A) Public Sector Banks,03/23/2016
State Bank of Travancore,52645,461605,514250,9719.24,327156,(A) Public Sector Banks,03/23/2016
Syndicate Bank,2776477,1229583,4006060,81383.11,3606972,(A) Public Sector Banks,03/23/2016
UCO Bank,3567427,3631764,7199191,165071.25,6864271,(A) Public Sector Banks,03/23/2016
Union Bank of India,4551015,1266658,5817673,81950.67,5530002,(A) Public Sector Banks,03/23/2016
United Bank of India,4415120,2883493,7298613,412351.03,4697222,(A) Public Sector Banks,03/23/2016
Vijaya Bank,833072,584741,1417813,14964.12,1415194,(A) Public Sector Banks,03/23/2016
Public Sector Banks Sub Total,94022041,74244529,168266570,2774164.4,142732113,(A) Public Sector Banks,03/23/2016
Allahabad Bank,648341,154818,803159,7712.47,760314,(B) Regional Rural Bank,03/23/2016
Andhra Bank,144906,13086,157992,1589.69,97811,(B) Regional Rural Bank,03/23/2016
Bank of Baroda,3087799,854978,3942777,67874.8,3406305,(B) Regional Rural Bank,03/23/2016
Bank of India,2280796,753182,3033978,26886.68,2654019,(B) Regional Rural Bank,03/23/2016
Bank of Maharashtra,381865,68491,450356,6376.64,450356,(B) Regional Rural Bank,03/23/2016
Canara Bank,549058,379286,928344,21385.45,928271,(B) Regional Rural Bank,03/23/2016
Central Bank of India,3574553,689238,4263791,87507.46,3989677,(B) Regional Rural Bank,03/23/2016
Dena Bank,286030,20079,306109,3056.15,285270,(B) Regional Rural Bank,03/23/2016
Indian Bank,339683,74769,414452,3378.54,345650,(B) Regional Rural Bank,03/23/2016
Indian Overseas Bank,883626,9720,893346,15453.87,616138,(B) Regional Rural Bank,03/23/2016
Jammu & Kashmir Bank Ltd,72226,13613,85839,2864.17,15497,(B) Regional Rural Bank,03/23/2016
Punjab & Sind Bank,13478,2664,16142,233.7,12100,(B) Regional Rural Bank,03/23/2016
Punjab National Bank,2934125,361544,3295669,60643.84,2283739,(B) Regional Rural Bank,03/23/2016
State Bank of Bikaner & Jaipur,1822793,41668,1864461,24954.59,917687,(B) Regional Rural Bank,03/23/2016
State Bank of Hyderabad,757391,128625,886016,23962.04,508374,(B) Regional Rural Bank,03/23/2016
State Bank of India,5835788,992193,6827981,90572.12,3592846,(B) Regional Rural Bank,03/23/2016
State Bank of Mysore,277700,84059,361759,1430.8,315828,(B) Regional Rural Bank,03/23/2016
State Bank of Patiala,47292,672,47964,1095.42,36777,(B) Regional Rural Bank,03/23/2016
Syndicate Bank,1739186,428204,2167390,52269.58,1976230,(B) Regional Rural Bank,03/23/2016
UCO Bank,965828,31989,997817,17817.75,536839,(B) Regional Rural Bank,03/23/2016
Union Bank of India,588485,160148,748633,3771.06,672615,(B) Regional Rural Bank,03/23/2016
United Bank of India,5237523,82115,5319638,93074.15,2406467,(B) Regional Rural Bank,03/23/2016
Regional Rural Banks Sub Total,32468472,5345141,37813613,613910.97,26808810,(B) Regional Rural Bank,03/23/2016
Axis Bank Ltd,126837,462822,589659,8183.49,541920,(C) Major Private Banks,03/23/2016
City Union Bank Ltd,14413,64163,78576,1050.77,69595,(C) Major Private Banks,03/23/2016
Federal Bank Ltd,346501,71231,417732,13293.3,378860,(C) Major Private Banks,03/23/2016
HDFC Bank Ltd,309479,1279997,1589476,56366.63,1588798,(C) Major Private Banks,03/23/2016
ICICI Bank Ltd,2469467,317506,2786973,14016.14,2765753,(C) Major Private Banks,03/23/2016
IndusInd Bank Ltd,34695,273794,308489,1533.75,271890,(C) Major Private Banks,03/23/2016
Jammu & Kashmir Bank Ltd,1161362,122673,1284035,33247.42,1122710,(C) Major Private Banks,03/23/2016
Karur Vysya Bank,19239,123937,143176,1145.04,123157,(C) Major Private Banks,03/23/2016
Kotak Mahindra Bank Ltd,92360,91671,184031,1598.08,113195,(C) Major Private Banks,03/23/2016
Lakshmi Vilas Bank Ltd,58082,102122,160204,1199.72,156812,(C) Major Private Banks,03/23/2016
RBL Bank Ltd,59787,35520,95307,434.95,95307,(C) Major Private Banks,03/23/2016
South Indian Bank Ltd,17360,85748,103108,1421.27,50464,(C) Major Private Banks,03/23/2016
Yes Bank Ltd,7562,5775,13337,126.26,11820,(C) Major Private Banks,03/23/2016
Major Private Banks Sub Total,4717144,3036959,7754103,133616.83,7290281,(C) Major Private Banks,03/23/2016
Public Sector Banks,94292464,74165273,168457737,2813916.93,143155970,Summary,03/30/2016
Regional Rural Banks,32571057,5357511,37928568,617811.88,26935193,Summary,03/30/2016
Private Sector Banks,4843513,3045656,7889169,135471.91,7438509,Summary,03/30/2016
Grand Total,131707034,82568440,214275474,3567200.72,177529672,Summary,03/30/2016
Allahabad Bank,3457311,958500,4415811,46112.33,4291755,(A) Public Sector Banks,03/30/2016
Andhra Bank,1461206,716326,2177532,21080.95,1916111,(A) Public Sector Banks,03/30/2016
Bank of Baroda,5479615,7040578,12520193,245142.64,11882757,(A) Public Sector Banks,03/30/2016
Bank of India,5151174,6183894,11335068,142816.39,10450609,(A) Public Sector Banks,03/30/2016
Bank of Maharashtra,2410200,806072,3216272,51633.11,1723509,(A) Public Sector Banks,03/30/2016
Bhartiya Mahila Bank,0,67437,67437,1503.14,64677,(A) Public Sector Banks,03/30/2016
Canara Bank,5113634,2302240,7415874,131345.49,7050320,(A) Public Sector Banks,03/30/2016
Central Bank of India,5895011,1520237,7415248,85753.73,5677007,(A) Public Sector Banks,03/30/2016
Corporation Bank,1295306,1296581,2591887,74146.18,2542162,(A) Public Sector Banks,03/30/2016
Dena Bank,2577526,987294,3564820,56212.74,2798123,(A) Public Sector Banks,03/30/2016
IDBI Bank Ltd.,568192,494269,1062461,9015.59,931170,(A) Public Sector Banks,03/30/2016
Indian Bank,1994782,998343,2993125,31635.67,2959404,(A) Public Sector Banks,03/30/2016
Indian Overseas Bank,1428748,2433885,3862633,47805.53,3729205,(A) Public Sector Banks,03/30/2016
Oriental Bank of Commerce,2180363,1491399,3671762,299219.03,3579232,(A) Public Sector Banks,03/30/2016
Punjab & Sind Bank,849642,425841,1275483,46042.38,1266114,(A) Public Sector Banks,03/30/2016
Punjab National Bank,11012673,2067490,13080163,162145.96,9765400,(A) Public Sector Banks,03/30/2016
State Bank of Bikaner & Jaipur,1784145,1744816,3528961,91037.41,3133622,(A) Public Sector Banks,03/30/2016
State Bank of Hyderabad,996887,1810312,2807199,27995.03,2739943,(A) Public Sector Banks,03/30/2016
State Bank of India,23207895,29964474,53172369,433229.54,42082433,(A) Public Sector Banks,03/30/2016
State Bank of Mysore,718014,218264,936278,8141.82,807547,(A) Public Sector Banks,03/30/2016
State Bank of Patiala,426067,782956,1209023,17154.13,1142805,(A) Public Sector Banks,03/30/2016
State Bank of Travancore,52780,463350,516130,10147.56,327171,(A) Public Sector Banks,03/30/2016
Syndicate Bank,2777706,1229768,4007474,83127.58,3651467,(A) Public Sector Banks,03/30/2016
UCO Bank,3575952,3644227,7220179,166889.4,6890760,(A) Public Sector Banks,03/30/2016
Union Bank of India,4555281,1267332,5822613,84310.38,5536427,(A) Public Sector Banks,03/30/2016
United Bank of India,4414177,2885263,7299440,424437.94,4697270,(A) Public Sector Banks,03/30/2016
Vijaya Bank,908177,364125,1272302,15835.29,1518970,(A) Public Sector Banks,03/30/2016
Public Sector Banks Sub Total,94292464,74165273,168457737,2813916.93,143155970,(A) Public Sector Banks,03/30/2016
Allahabad Bank,648757,154919,803676,7747.13,760743,(B) Regional Rural Bank,03/30/2016
Andhra Bank,145093,13093,158186,1595.22,97819,(B) Regional Rural Bank,03/30/2016
Bank of Baroda,3098759,857575,3956334,69830.26,3406795,(B) Regional Rural Bank,03/30/2016
Bank of India,2287720,755034,3042754,28245.21,2654019,(B) Regional Rural Bank,03/30/2016
Bank of Maharashtra,381865,68491,450356,6376.64,450356,(B) Regional Rural Bank,03/30/2016
Canara Bank,550382,380154,930536,21394.52,930536,(B) Regional Rural Bank,03/30/2016
Central Bank of India,3575493,689834,4265327,89327.76,3989830,(B) Regional Rural Bank,03/30/2016
Dena Bank,286131,20120,306251,3060.57,285270,(B) Regional Rural Bank,03/30/2016
Indian Bank,339792,74783,414575,3429.59,345650,(B) Regional Rural Bank,03/30/2016
Indian Overseas Bank,886841,9717,896558,16131.31,616138,(B) Regional Rural Bank,03/30/2016
Jammu & Kashmir Bank Ltd,72536,13679,86215,2992.13,15499,(B) Regional Rural Bank,03/30/2016
Punjab & Sind Bank,13492,2668,16160,230.44,12100,(B) Regional Rural Bank,03/30/2016
Punjab National Bank,2937006,361792,3298798,64025.18,2286411,(B) Regional Rural Bank,03/30/2016
State Bank of Bikaner & Jaipur,1827163,41770,1868933,25420.5,1034848,(B) Regional Rural Bank,03/30/2016
State Bank of Hyderabad,757391,128625,886016,23962.04,508374,(B) Regional Rural Bank,03/30/2016
State Bank of India,5854088,996055,6850143,93042.98,3589836,(B) Regional Rural Bank,03/30/2016
State Bank of Mysore,277736,84077,361813,1431.03,315859,(B) Regional Rural Bank,03/30/2016
State Bank of Patiala,47372,672,48044,1098.93,36777,(B) Regional Rural Bank,03/30/2016
Syndicate Bank,1743773,429351,2173124,52488.76,1982131,(B) Regional Rural Bank,03/30/2016
UCO Bank,966069,32004,998073,9126.7,536839,(B) Regional Rural Bank,03/30/2016
Union Bank of India,590431,160983,751414,3780.88,672896,(B) Regional Rural Bank,03/30/2016
United Bank of India,5283167,82115,5365282,93074.1,2406467,(B) Regional Rural Bank,03/30/2016
Regional Rural Banks Sub Total,32571057,5357511,37928568,617811.88,26935193,(B) Regional Rural Bank,03/30/2016
Axis Bank Ltd,126837,462822,589659,8183.49,541920,(C) Major Private Banks,03/30/2016
City Union Bank Ltd,14413,64163,78576,1050.77,69595,(C) Major Private Banks,03/30/2016
Federal Bank Ltd,347605,71362,418967,13543.56,380038,(C) Major Private Banks,03/30/2016
HDFC Bank Ltd,310742,1282892,1593634,56725.55,1592956,(C) Major Private Banks,03/30/2016
ICICI Bank Ltd,2591376,317826,2909202,13505.67,2884520,(C) Major Private Banks,03/30/2016
IndusInd Bank Ltd,34869,278196,313065,1519.99,295844,(C) Major Private Banks,03/30/2016
Jammu & Kashmir Bank Ltd,1163148,122781,1285929,34984,1122922,(C) Major Private Banks,03/30/2016
Karur Vysya Bank,19289,124579,143868,1130.29,123105,(C) Major Private Banks,03/30/2016
Kotak Mahindra Bank Ltd,92387,91722,184109,1631.94,113206,(C) Major Private Banks,03/30/2016
Lakshmi Vilas Bank Ltd,58128,102265,160393,1224.91,156812,(C) Major Private Banks,03/30/2016
RBL Bank Ltd,59787,35520,95307,424.19,95307,(C) Major Private Banks,03/30/2016
South Indian Bank Ltd,17360,85748,103108,1421.27,50464,(C) Major Private Banks,03/30/2016
Yes Bank Ltd,7572,5780,13352,126.27,11820,(C) Major Private Banks,03/30/2016
Major Private Banks Sub Total,4843513,3045656,7889169,135471.91,7438509,(C) Major Private Banks,03/30/2016
Public Sector Banks,94544725,74604177,169148902,2884820.19,143328907,Summary,04/06/2016
Regional Rural Banks,32664245,5366097,38030342,635960.24,26989510,Summary,04/06/2016
Private Sector Banks,4900162,3058433,7958595,139223.87,7505878,Summary,04/06/2016
Grand Total,132109132,83028707,215137839,3660004.3,177824295,Summary,04/06/2016
Allahabad Bank,3478911,959924,4438835,47100.83,4294817,(A) Public Sector Banks,04/06/2016
Andhra Bank,1462259,716577,2178836,21124.28,1916111,(A) Public Sector Banks,04/06/2016
Bank of Baroda,5500894,7065677,12566571,246210.51,11923788,(A) Public Sector Banks,04/06/2016
Bank of India,5167007,6195620,11362627,146695.57,10447910,(A) Public Sector Banks,04/06/2016
Bank of Maharashtra,2414928,807170,3222098,52827.18,1723509,(A) Public Sector Banks,04/06/2016
Bhartiya Mahila Bank,0,66741,66741,1389.31,66741,(A) Public Sector Banks,04/06/2016
Canara Bank,5127838,2316584,7444422,133579.54,7062862,(A) Public Sector Banks,04/06/2016
Central Bank of India,5905719,1521617,7427336,86747.05,5686119,(A) Public Sector Banks,04/06/2016
Corporation Bank,1296769,1297178,2593947,74963.08,2544027,(A) Public Sector Banks,04/06/2016
Dena Bank,2586836,988798,3575634,56913.69,2798123,(A) Public Sector Banks,04/06/2016
IDBI Bank Ltd.,569532,495510,1065042,9001.12,931610,(A) Public Sector Banks,04/06/2016
Indian Bank,1997959,998947,2996906,32033.3,2963094,(A) Public Sector Banks,04/06/2016
Indian Overseas Bank,1428748,2433885,3862633,47805.53,3729205,(A) Public Sector Banks,04/06/2016
Oriental Bank of Commerce,2180026,1491435,3671461,304017.04,3568202,(A) Public Sector Banks,04/06/2016
Punjab & Sind Bank,849784,425841,1275625,46176.04,1266114,(A) Public Sector Banks,04/06/2016
Punjab National Bank,11046913,2071066,13117979,162941.54,9765682,(A) Public Sector Banks,04/06/2016
State Bank of Bikaner & Jaipur,1786784,1747134,3533918,90994.54,3139585,(A) Public Sector Banks,04/06/2016
State Bank of Hyderabad,996774,1810202,2806976,28180.2,2740113,(A) Public Sector Banks,04/06/2016
State Bank of India,23288884,30036625,53325509,475609.51,42148260,(A) Public Sector Banks,04/06/2016
State Bank of Mysore,719728,218272,938000,8222.41,807547,(A) Public Sector Banks,04/06/2016
State Bank of Patiala,426078,782967,1209045,17252.37,1142813,(A) Public Sector Banks,04/06/2016
State Bank of Travancore,52886,464649,517535,10376.54,327178,(A) Public Sector Banks,04/06/2016
Syndicate Bank,2779637,1230843,4010480,83357.54,3654263,(A) Public Sector Banks,04/06/2016
UCO Bank,3592101,3662511,7254612,170584.09,6907437,(A) Public Sector Banks,04/06/2016
Union Bank of India,4559744,1268701,5828445,84920.06,5540689,(A) Public Sector Banks,04/06/2016
United Bank of India,4414694,2885263,7299957,429957.96,4697523,(A) Public Sector Banks,04/06/2016
Vijaya Bank,913292,644440,1557732,15839.36,1535585,(A) Public Sector Banks,04/06/2016
Public Sector Banks Sub Total,94544725,74604177,169148902,2884820.19,143328907,(A) Public Sector Banks,04/06/2016
Allahabad Bank,649267,155043,804310,7801.35,761377,(B) Regional Rural Bank,04/06/2016
Andhra Bank,145225,13113,158338,1634.86,97821,(B) Regional Rural Bank,04/06/2016
Bank of Baroda,3114666,861179,3975845,69549.07,3407562,(B) Regional Rural Bank,04/06/2016
Bank of India,2294291,757119,3051410,28618.05,2654019,(B) Regional Rural Bank,04/06/2016
Bank of Maharashtra,381865,68491,450356,6376.67,450356,(B) Regional Rural Bank,04/06/2016
Canara Bank,553754,381441,935195,21400.16,935195,(B) Regional Rural Bank,04/06/2016
Central Bank of India,3576405,690294,4266699,90931.8,3989937,(B) Regional Rural Bank,04/06/2016
Dena Bank,286210,20139,306349,3072.33,285270,(B) Regional Rural Bank,04/06/2016
Indian Bank,339980,74786,414766,3513.37,345650,(B) Regional Rural Bank,04/06/2016
Indian Overseas Bank,886841,9717,896558,16131.31,616138,(B) Regional Rural Bank,04/06/2016
Jammu & Kashmir Bank Ltd,72772,13737,86509,3013.69,15499,(B) Regional Rural Bank,04/06/2016
