Bank Name / Type,Number of Beneficiaries at rural/semiurban centre bank branches,Number of Beneficiaries at urban metro centre bank branches,Number of Total Beneficiaries,Deposits in Accounts(In lac),Number of Rupay Debit Cards issued to beneficiaries,level,date
Punjab & Sind Bank,547806,314544,862350,21009.75,642872,(A) Public Sector Banks,11/12/2014
Punjab National Bank,3000399,762906,3763305,77545.74,1723239,(A) Public Sector Banks,11/12/2014
State Bank of Bikaner & Jaipur,573165,754685,1327850,18664.09,1106576,(A) Public Sector Banks,11/12/2014
State Bank of Hyderabad,514404,1054142,1568546,4347.95,1311245,(A) Public Sector Banks,11/12/2014
State Bank of India,5338044,7638907,12976951,13438.99,7032104,(A) Public Sector Banks,11/12/2014
State Bank of Mysore,400319,132085,532404,269.82,503180,(A) Public Sector Banks,11/12/2014
State Bank of Patiala,301459,573270,874729,23082.73,779782,(A) Public Sector Banks,11/12/2014
State Bank of Travancore,29212,258161,287373,17373.45,116225,(A) Public Sector Banks,11/12/2014
Syndicate Bank,1461283,815781,2277064,9824.9,829328,(A) Public Sector Banks,11/12/2014
UCO Bank,1028161,1050907,2079068,35345,1640,(A) Public Sector Banks,11/12/2014
Union Bank of India,2130183,707456,2837639,9970.57,2332399,(A) Public Sector Banks,11/12/2014
United Bank of India,1151893,801205,1953098,29397.55,1137284,(A) Public Sector Banks,11/12/2014
Vijaya Bank,398267,324263,722530,1260,652716,(A) Public Sector Banks,11/12/2014
Public Sector Banks Sub Total,32021638,27040384,59062022,464556.53,33859690,(A) Public Sector Banks,11/12/2014
Allahabad Bank,397286,79964,477250,447.44,79696,(B) Regional Rural Bank,11/12/2014
Andhra Bank,81235,7452,88687,0,0,(B) Regional Rural Bank,11/12/2014
Bank of Baroda,809538,240640,1050178,4577.64,368250,(B) Regional Rural Bank,11/12/2014
Bank of India,788795,176889,965684,1060.03,41630,(B) Regional Rural Bank,11/12/2014
Bank of Maharashtra,120879,41034,161913,86.66,18084,(B) Regional Rural Bank,11/12/2014
Canara Bank,259587,137583,397170,0,145490,(B) Regional Rural Bank,11/12/2014
Central Bank of India,1044808,192578,1237386,11706.72,48720,(B) Regional Rural Bank,11/12/2014
Dena Bank,121128,4946,126074,634.96,27611,(B) Regional Rural Bank,11/12/2014
Indian Bank,215496,35367,250863,640.76,0,(B) Regional Rural Bank,11/12/2014
Indian Overseas Bank,270182,8980,279162,1547.46,0,(B) Regional Rural Bank,11/12/2014
Punjab & Sind Bank,8620,1555,10175,0,0,(B) Regional Rural Bank,11/12/2014
Punjab National Bank,1048267,214846,1263113,11328.85,129288,(B) Regional Rural Bank,11/12/2014
State Bank of Bikaner & Jaipur,435097,15376,450473,3578.44,63271,(B) Regional Rural Bank,11/12/2014
State Bank of Hyderabad,303417,9406,312823,0.01,45529,(B) Regional Rural Bank,11/12/2014
State Bank of India,1590183,262313,1852496,9045.92,84780,(B) Regional Rural Bank,11/12/2014
State Bank of Mysore,181337,58027,239364,1.01,148000,(B) Regional Rural Bank,11/12/2014
State Bank of Patiala,29762,559,30321,83.94,1080,(B) Regional Rural Bank,11/12/2014
Syndicate Bank,604224,201741,805965,0.06,59596,(B) Regional Rural Bank,11/12/2014
UCO Bank,259741,7978,267719,1.28,11691,(B) Regional Rural Bank,11/12/2014
Union Bank of India,356009,105521,461530,2219.04,13449,(B) Regional Rural Bank,11/12/2014
United Bank of India,1484368,23743,1508111,10236.64,35824,(B) Regional Rural Bank,11/12/2014
Regional Rural Banks Sub Total,10409959,1826498,12236457,57196.85,1321989,(B) Regional Rural Bank,11/12/2014
Axis Bank Ltd,66055,123611,189666,1188.33,66886,(C) Major Private Banks,11/12/2014
City Union Bank Ltd,7587,32947,40534,188.5,0,(C) Major Private Banks,11/12/2014
Federal Bank Ltd,101388,31235,132623,9690.76,53931,(C) Major Private Banks,11/12/2014
HDFC Bank Ltd,113965,476428,590393,21269.22,109344,(C) Major Private Banks,11/12/2014
ICICI Bank Ltd,387834,97407,485241,770.08,350500,(C) Major Private Banks,11/12/2014
IndusInd Bank Ltd,8845,49591,58436,104.84,57033,(C) Major Private Banks,11/12/2014
Jammu & Kashmir Bank Ltd,216455,51139,267594,0.03,21,(C) Major Private Banks,11/12/2014
Karur Vysya Bank,4326,52143,56469,92.96,48035,(C) Major Private Banks,11/12/2014
Kotak Mahindra Bank Ltd,21653,15655,37308,68.73,36200,(C) Major Private Banks,11/12/2014
Lakshmi Vilas Bank Ltd,3138,14669,17807,35,0,(C) Major Private Banks,11/12/2014
RBL Bank Ltd,48839,25021,73860,51.24,28143,(C) Major Private Banks,11/12/2014
South Indian Bank Ltd,8774,43333,52107,274.14,20501,(C) Major Private Banks,11/12/2014
Yes Bank Ltd,1655,884,2539,8.53,2539,(C) Major Private Banks,11/12/2014
Major Private Banks Sub Total,990514,1014063,2004577,33742.34,773133,(C) Major Private Banks,11/12/2014
Public Sector Banks,33759705,28409062,62168767,494604.39,39856807,Summary,11/19/2014
Regional Rural Banks,11079391,1960919,13040310,73449.6,1811662,Summary,11/19/2014
Private Sector Banks,1039225,1060920,2100145,34318.32,942009,Summary,11/19/2014
Grand Total,45878321,31430901,77309222,602372.31,42610478,Summary,11/19/2014
Allahabad Bank,1265294,567763,1833057,3010.56,846587,(A) Public Sector Banks,11/19/2014
Andhra Bank,793660,542678,1336338,2671.42,1156997,(A) Public Sector Banks,11/19/2014
Bank of Baroda,1694345,2449102,4143447,28873.47,3483598,(A) Public Sector Banks,11/19/2014
Bank of India,1418011,2072931,3490942,12258.28,2631741,(A) Public Sector Banks,11/19/2014
Bank of Maharashtra,823344,403258,1226602,5838.54,703894,(A) Public Sector Banks,11/19/2014
Bhartiya Mahila Bank,0,43362,43362,175.54,43011,(A) Public Sector Banks,11/19/2014
Canara Bank,2757678,1345290,4102968,72902.98,363004,(A) Public Sector Banks,11/19/2014
Central Bank of India,2682016,879963,3561979,10438.3,2307002,(A) Public Sector Banks,11/19/2014
Corporation Bank,657018,626831,1283849,21103.32,607422,(A) Public Sector Banks,11/19/2014
Dena Bank,875086,529467,1404553,5854.58,1182158,(A) Public Sector Banks,11/19/2014
IDBI Bank Ltd.,303543,305612,609155,963.11,442933,(A) Public Sector Banks,11/19/2014
Indian Bank,1163483,697409,1860892,5549.72,1778859,(A) Public Sector Banks,11/19/2014
Indian Overseas Bank,622955,1278677,1901632,915.95,1245925,(A) Public Sector Banks,11/19/2014
Oriental Bank of Commerce,885949,635625,1521574,47129.21,1015588,(A) Public Sector Banks,11/19/2014
Punjab & Sind Bank,568969,323758,892727,23243.45,686032,(A) Public Sector Banks,11/19/2014
Punjab National Bank,3173982,799193,3973175,77547.95,1787569,(A) Public Sector Banks,11/19/2014
State Bank of Bikaner & Jaipur,605850,783616,1389466,20719.67,1111713,(A) Public Sector Banks,11/19/2014
State Bank of Hyderabad,536575,1094058,1630633,4778.7,1557136,(A) Public Sector Banks,11/19/2014
State Bank of India,5734289,8205041,13939330,13524.11,7854893,(A) Public Sector Banks,11/19/2014
State Bank of Mysore,414234,137668,551902,276.61,518958,(A) Public Sector Banks,11/19/2014
State Bank of Patiala,307040,582582,889622,23098.37,816565,(A) Public Sector Banks,11/19/2014
State Bank of Travancore,31089,264093,295182,17529.33,124538,(A) Public Sector Banks,11/19/2014
Syndicate Bank,1533518,842035,2375553,10082.31,1329437,(A) Public Sector Banks,11/19/2014
UCO Bank,1060525,1089277,2149802,40733.52,1770102,(A) Public Sector Banks,11/19/2014
Union Bank of India,2215833,730143,2945976,11107.52,2568677,(A) Public Sector Banks,11/19/2014
United Bank of India,1211261,841009,2052270,32758.19,1257161,(A) Public Sector Banks,11/19/2014
Vijaya Bank,424158,338621,762779,1519.67,665307,(A) Public Sector Banks,11/19/2014
Public Sector Banks Sub Total,33759705,28409062,62168767,494604.39,39856807,(A) Public Sector Banks,11/19/2014
Allahabad Bank,408721,83409,492130,454.16,88092,(B) Regional Rural Bank,11/19/2014
Andhra Bank,85514,7571,93085,0,0,(B) Regional Rural Bank,11/19/2014
Bank of Baroda,861500,257267,1118767,5102.6,435226,(B) Regional Rural Bank,11/19/2014
Bank of India,830608,189457,1020065,1110.38,41650,(B) Regional Rural Bank,11/19/2014
Bank of Maharashtra,123124,42203,165327,87.85,18106,(B) Regional Rural Bank,11/19/2014
Canara Bank,274224,149626,423850,0,153815,(B) Regional Rural Bank,11/19/2014
Central Bank of India,1146751,212729,1359480,15247.88,54694,(B) Regional Rural Bank,11/19/2014
Dena Bank,123117,4971,128088,638.85,27628,(B) Regional Rural Bank,11/19/2014
Indian Bank,219846,35765,255611,688.8,0,(B) Regional Rural Bank,11/19/2014
Indian Overseas Bank,284351,9013,293364,1716.87,0,(B) Regional Rural Bank,11/19/2014
Punjab & Sind Bank,8713,1608,10321,0,684,(B) Regional Rural Bank,11/19/2014
Punjab National Bank,1093877,226847,1320724,16482.12,134471,(B) Regional Rural Bank,11/19/2014
State Bank of Bikaner & Jaipur,472651,15945,488596,3878.19,391878,(B) Regional Rural Bank,11/19/2014
State Bank of Hyderabad,323141,16841,339982,0.01,46592,(B) Regional Rural Bank,11/19/2014
State Bank of India,1724968,281132,2006100,10082.79,96315,(B) Regional Rural Bank,11/19/2014
State Bank of Mysore,175917,75085,251002,1.14,155953,(B) Regional Rural Bank,11/19/2014
State Bank of Patiala,29888,559,30447,84.19,1080,(B) Regional Rural Bank,11/19/2014
Syndicate Bank,646191,211067,857258,7442.6,95582,(B) Regional Rural Bank,11/19/2014
UCO Bank,310981,8042,319023,1.42,11838,(B) Regional Rural Bank,11/19/2014
Union Bank of India,367232,106112,473344,2408.32,16059,(B) Regional Rural Bank,11/19/2014
United Bank of India,1568076,25670,1593746,8021.41,41999,(B) Regional Rural Bank,11/19/2014
Regional Rural Banks Sub Total,11079391,1960919,13040310,73449.6,1811662,(B) Regional Rural Bank,11/19/2014
Axis Bank Ltd,66914,128378,195292,1173.29,72504,(C) Major Private Banks,11/19/2014
City Union Bank Ltd,8052,34760,42812,206.04,0,(C) Major Private Banks,11/19/2014
Federal Bank Ltd,107614,32116,139730,9735.49,61472,(C) Major Private Banks,11/19/2014
HDFC Bank Ltd,120653,492744,613397,21879.93,118521,(C) Major Private Banks,11/19/2014
ICICI Bank Ltd,408029,101064,509093,654.85,490335,(C) Major Private Banks,11/19/2014
IndusInd Bank Ltd,9456,59818,69274,103.65,58987,(C) Major Private Banks,11/19/2014
Jammu & Kashmir Bank Ltd,223721,51788,275509,0.03,21,(C) Major Private Banks,11/19/2014
Karur Vysya Bank,4406,54013,58419,105.9,49711,(C) Major Private Banks,11/19/2014
Kotak Mahindra Bank Ltd,22186,16146,38332,88.78,37157,(C) Major Private Banks,11/19/2014
Lakshmi Vilas Bank Ltd,3588,16470,20058,38.97,0,(C) Major Private Banks,11/19/2014
RBL Bank Ltd,53708,26153,79861,46.42,28143,(C) Major Private Banks,11/19/2014
South Indian Bank Ltd,9119,46464,55583,274.84,22373,(C) Major Private Banks,11/19/2014
Yes Bank Ltd,1779,1006,2785,10.14,2785,(C) Major Private Banks,11/19/2014
Major Private Banks Sub Total,1039225,1060920,2100145,34318.32,942009,(C) Major Private Banks,11/19/2014
Public Sector Banks,35469451,29774121,65243572,509823.01,43615330,Summary,11/26/2014
Regional Rural Banks,11730447,2083823,13814270,84234.73,2045114,Summary,11/26/2014
Private Sector Banks,1067353,1097612,2164965,32893.84,1208127,Summary,11/26/2014
Grand Total,48267251,32955556,81222807,626951.58,46868571,Summary,11/26/2014
Allahabad Bank,1301738,583440,1885178,3335.84,1041863,(A) Public Sector Banks,11/26/2014
Andhra Bank,825746,555827,1381573,2952.18,1209846,(A) Public Sector Banks,11/26/2014
Bank of Baroda,1801389,2583405,4384794,31731,3804681,(A) Public Sector Banks,11/26/2014
Bank of India,1504009,2184650,3688659,13791.92,2826915,(A) Public Sector Banks,11/26/2014
Bank of Maharashtra,864806,420066,1284872,6215.49,806699,(A) Public Sector Banks,11/26/2014
Bhartiya Mahila Bank,0,45999,45999,197.96,45210,(A) Public Sector Banks,11/26/2014
Canara Bank,2905599,1411626,4317225,72787.18,475235,(A) Public Sector Banks,11/26/2014
Central Bank of India,2820610,911382,3731992,11223.53,2503213,(A) Public Sector Banks,11/26/2014
Corporation Bank,678413,652323,1330736,21625.72,623493,(A) Public Sector Banks,11/26/2014
Dena Bank,924716,552771,1477487,6727.19,1183230,(A) Public Sector Banks,11/26/2014
IDBI Bank Ltd.,316569,317228,633797,1063.22,477814,(A) Public Sector Banks,11/26/2014
Indian Bank,1207745,716104,1923849,6013.47,1833965,(A) Public Sector Banks,11/26/2014
Indian Overseas Bank,658169,1338611,1996780,941.34,1531823,(A) Public Sector Banks,11/26/2014
Oriental Bank of Commerce,925780,659342,1585122,51015.52,1040005,(A) Public Sector Banks,11/26/2014
Punjab & Sind Bank,594055,334062,928117,25407.14,743667,(A) Public Sector Banks,11/26/2014
Punjab National Bank,3366043,845602,4211645,77559.84,1870465,(A) Public Sector Banks,11/26/2014
State Bank of Bikaner & Jaipur,628111,804576,1432687,21573.33,1243893,(A) Public Sector Banks,11/26/2014
State Bank of Hyderabad,567626,1136297,1703923,5299.63,1655779,(A) Public Sector Banks,11/26/2014
State Bank of India,6093361,8735694,14829055,13621.74,8608132,(A) Public Sector Banks,11/26/2014
State Bank of Mysore,432759,145391,578150,280.15,541634,(A) Public Sector Banks,11/26/2014
State Bank of Patiala,312964,592222,905186,23109.15,836410,(A) Public Sector Banks,11/26/2014
State Bank of Travancore,31566,268340,299906,16047.85,133720,(A) Public Sector Banks,11/26/2014
Syndicate Bank,1596166,869271,2465437,11404.12,1574625,(A) Public Sector Banks,11/26/2014
UCO Bank,1087470,1122296,2209766,36646.33,2151417,(A) Public Sector Banks,11/26/2014
Union Bank of India,2310674,755700,3066374,12072.13,2692258,(A) Public Sector Banks,11/26/2014
United Bank of India,1262921,878522,2141443,35500.11,1450606,(A) Public Sector Banks,11/26/2014
Vijaya Bank,450446,353374,803820,1679.92,708732,(A) Public Sector Banks,11/26/2014
Public Sector Banks Sub Total,35469451,29774121,65243572,509823.01,43615330,(A) Public Sector Banks,11/26/2014
Allahabad Bank,417903,86244,504147,632.45,164478,(B) Regional Rural Bank,11/26/2014
Andhra Bank,92241,7831,100072,0,8500,(B) Regional Rural Bank,11/26/2014
Bank of Baroda,916435,274997,1191432,5761.45,501200,(B) Regional Rural Bank,11/26/2014
Bank of India,882035,206613,1088648,1143.94,41650,(B) Regional Rural Bank,11/26/2014
Bank of Maharashtra,125910,42670,168580,88.59,18152,(B) Regional Rural Bank,11/26/2014
Canara Bank,294241,164024,458265,0,157092,(B) Regional Rural Bank,11/26/2014
Central Bank of India,1235958,236718,1472676,16974.1,61468,(B) Regional Rural Bank,11/26/2014
Dena Bank,141606,8279,149885,761.42,30938,(B) Regional Rural Bank,11/26/2014
Indian Bank,226528,35917,262445,752.91,0,(B) Regional Rural Bank,11/26/2014
Indian Overseas Bank,299597,9030,308627,1987.94,0,(B) Regional Rural Bank,11/26/2014
Punjab & Sind Bank,8756,1639,10395,0,1029,(B) Regional Rural Bank,11/26/2014
Punjab National Bank,1143099,236450,1379549,19645.95,138630,(B) Regional Rural Bank,11/26/2014
State Bank of Bikaner & Jaipur,508738,16406,525144,4054.65,396280,(B) Regional Rural Bank,11/26/2014
State Bank of Hyderabad,338034,17850,355884,0.01,48169,(B) Regional Rural Bank,11/26/2014
State Bank of India,1830951,303387,2134338,12805.17,128666,(B) Regional Rural Bank,11/26/2014
State Bank of Mysore,193220,71265,264485,1.31,172169,(B) Regional Rural Bank,11/26/2014
State Bank of Patiala,29998,559,30557,89.13,1191,(B) Regional Rural Bank,11/26/2014
Syndicate Bank,703771,221539,925310,7824.62,97785,(B) Regional Rural Bank,11/26/2014
UCO Bank,321738,8138,329876,2.72,13032,(B) Regional Rural Bank,11/26/2014
Union Bank of India,380906,106831,487737,2593.07,18318,(B) Regional Rural Bank,11/26/2014
United Bank of India,1638782,27436,1666218,9115.3,46367,(B) Regional Rural Bank,11/26/2014
Regional Rural Banks Sub Total,11730447,2083823,13814270,84234.73,2045114,(B) Regional Rural Bank,11/26/2014
Axis Bank Ltd,67780,132572,200352,1207.32,76304,(C) Major Private Banks,11/26/2014
City Union Bank Ltd,8556,36274,44830,218.35,0,(C) Major Private Banks,11/26/2014
Federal Bank Ltd,113314,33337,146651,9799.37,67555,(C) Major Private Banks,11/26/2014
HDFC Bank Ltd,122556,499496,622052,20346.47,342647,(C) Major Private Banks,11/26/2014
ICICI Bank Ltd,412630,104249,516879,644.85,514974,(C) Major Private Banks,11/26/2014
IndusInd Bank Ltd,9980,67601,77581,95.34,60506,(C) Major Private Banks,11/26/2014
Jammu & Kashmir Bank Ltd,229613,52808,282421,0.03,0,(C) Major Private Banks,11/26/2014
Karur Vysya Bank,4461,56674,61135,122.54,51996,(C) Major Private Banks,11/26/2014
Kotak Mahindra Bank Ltd,22915,17049,39964,101.15,38351,(C) Major Private Banks,11/26/2014
Lakshmi Vilas Bank Ltd,3912,17352,21264,0,0,(C) Major Private Banks,11/26/2014
RBL Bank Ltd,59987,29381,89368,53.92,28143,(C) Major Private Banks,11/26/2014
South Indian Bank Ltd,9572,49687,59259,293.65,24442,(C) Major Private Banks,11/26/2014
Yes Bank Ltd,2077,1132,3209,10.85,3209,(C) Major Private Banks,11/26/2014
Major Private Banks Sub Total,1067353,1097612,2164965,32893.84,1208127,(C) Major Private Banks,11/26/2014
Public Sector Banks,36166563,30410575,66577138,503350.28,48648882,Summary,12/03/2014
Regional Rural Banks,12223546,2157297,14380843,95976.79,2255185,Summary,12/03/2014
Private Sector Banks,861253,1073543,1934796,33732.02,1320187,Summary,12/03/2014
Grand Total,49251362,33641415,82892777,633059.09,52224254,Summary,12/03/2014
Allahabad Bank,1336502,595781,1932283,3553.79,1241294,(A) Public Sector Banks,12/03/2014
Andhra Bank,852674,567447,1420121,3269.28,1234292,(A) Public Sector Banks,12/03/2014
Bank of Baroda,1884960,2687923,4572883,34402.23,3983481,(A) Public Sector Banks,12/03/2014
Bank of India,1585643,2288892,3874535,15016.34,3013723,(A) Public Sector Banks,12/03/2014
Bhartiya Mahila Bank,0,48579,48579,245.08,47749,(A) Public Sector Banks,12/03/2014
Canara Bank,3025440,1463033,4488473,73194.53,3610073,(A) Public Sector Banks,12/03/2014
Central Bank of India,2937892,934731,3872623,11864.29,2650298,(A) Public Sector Banks,12/03/2014
Corporation Bank,701100,674565,1375665,21881.96,228628,(A) Public Sector Banks,12/03/2014
Dena Bank,977602,574145,1551747,7578.21,1376027,(A) Public Sector Banks,12/03/2014
IDBI Bank Ltd.,338303,335061,673364,1162.99,556447,(A) Public Sector Banks,12/03/2014
Indian Bank,1239063,732939,1972002,6537.37,1887390,(A) Public Sector Banks,12/03/2014
Indian Overseas Bank,689123,1388101,2077224,963.31,1586846,(A) Public Sector Banks,12/03/2014
Oriental Bank of Commerce,957466,678835,1636301,54847.13,1156024,(A) Public Sector Banks,12/03/2014
Punjab & Sind Bank,616424,343435,959859,25846.58,788469,(A) Public Sector Banks,12/03/2014
Punjab National Bank,3551467,886202,4437669,77572.34,1926184,(A) Public Sector Banks,12/03/2014
State Bank of Bikaner & Jaipur,646206,820790,1466996,22867.43,1385352,(A) Public Sector Banks,12/03/2014
State Bank of Hyderabad,596484,1172615,1769099,5571.04,1706063,(A) Public Sector Banks,12/03/2014
State Bank of India,6457982,9303318,15761300,13684.68,9412958,(A) Public Sector Banks,12/03/2014
State Bank of Mysore,444272,152690,596962,282.97,561047,(A) Public Sector Banks,12/03/2014
State Bank of Patiala,319414,603492,922906,23130.41,853982,(A) Public Sector Banks,12/03/2014
Syndicate Bank,1644954,888822,2533776,12393.38,2076502,(A) Public Sector Banks,12/03/2014
UCO Bank,1177288,1215393,2392681,32441.97,2352141,(A) Public Sector Banks,12/03/2014
Union Bank of India,2406175,776616,3182791,12911.88,2772492,(A) Public Sector Banks,12/03/2014
United Bank of India,1312385,914053,2226438,40331.05,1503590,(A) Public Sector Banks,12/03/2014
Vijaya Bank,467744,363117,830861,1800.01,737830,(A) Public Sector Banks,12/03/2014
Public Sector Banks Sub Total,36166563,30410575,66577138,503350.28,48648882,(A) Public Sector Banks,12/03/2014
Allahabad Bank,430848,89250,520098,710.47,130562,(B) Regional Rural Bank,12/03/2014
Andhra Bank,98697,8120,106817,217.9,20122,(B) Regional Rural Bank,12/03/2014
Bank of Baroda,965135,293466,1258601,6242.28,552391,(B) Regional Rural Bank,12/03/2014
Bank of India,932209,225314,1157523,1208.11,41630,(B) Regional Rural Bank,12/03/2014
Canara Bank,321161,172457,493618,503.7,159046,(B) Regional Rural Bank,12/03/2014
Central Bank of India,1314250,258615,1572865,18128.01,66912,(B) Regional Rural Bank,12/03/2014
Dena Bank,148304,8279,156583,777.85,30941,(B) Regional Rural Bank,12/03/2014
Indian Bank,231914,36095,268009,790.19,0,(B) Regional Rural Bank,12/03/2014
Indian Overseas Bank,312746,9034,321780,2149.56,76,(B) Regional Rural Bank,12/03/2014
Punjab & Sind Bank,9204,1898,11102,0,4290,(B) Regional Rural Bank,12/03/2014
Punjab National Bank,1190388,243055,1433443,21744.46,142209,(B) Regional Rural Bank,12/03/2014
State Bank of Bikaner & Jaipur,539960,16711,556671,4285.11,396747,(B) Regional Rural Bank,12/03/2014
State Bank of Hyderabad,361308,18777,380085,649.45,51363,(B) Regional Rural Bank,12/03/2014
State Bank of India,1961219,329458,2290677,13896.01,162631,(B) Regional Rural Bank,12/03/2014
State Bank of Mysore,203764,73488,277252,1404.77,172544,(B) Regional Rural Bank,12/03/2014
State Bank of Patiala,31053,559,31612,90.4,26926,(B) Regional Rural Bank,12/03/2014
Syndicate Bank,751899,228263,980162,7697.63,97785,(B) Regional Rural Bank,12/03/2014
UCO Bank,330975,8239,339214,2790.43,129107,(B) Regional Rural Bank,12/03/2014
Union Bank of India,391607,107392,498999,2737.94,20314,(B) Regional Rural Bank,12/03/2014
United Bank of India,1696905,28827,1725732,9952.52,49589,(B) Regional Rural Bank,12/03/2014
Regional Rural Banks Sub Total,12223546,2157297,14380843,95976.79,2255185,(B) Regional Rural Bank,12/03/2014
Axis Bank Ltd,68701,137433,206134,1364.17,80770,(C) Major Private Banks,12/03/2014
City Union Bank Ltd,8926,37884,46810,248.4,0,(C) Major Private Banks,12/03/2014
Federal Bank Ltd,119570,34460,154030,9852.87,73448,(C) Major Private Banks,12/03/2014
HDFC Bank Ltd,125556,509297,634853,20695.32,394544,(C) Major Private Banks,12/03/2014
ICICI Bank Ltd,423474,107721,531195,755.83,530172,(C) Major Private Banks,12/03/2014
IndusInd Bank Ltd,10420,69420,79840,131.81,75921,(C) Major Private Banks,12/03/2014
Karur Vysya Bank,4523,58880,63403,128.13,55758,(C) Major Private Banks,12/03/2014
Kotak Mahindra Bank Ltd,23395,17463,40858,116.19,39837,(C) Major Private Banks,12/03/2014
Lakshmi Vilas Bank Ltd,4260,18299,22559,51.66,0,(C) Major Private Banks,12/03/2014
RBL Bank Ltd,59998,29425,89423,49.94,39761,(C) Major Private Banks,12/03/2014
South Indian Bank Ltd,10022,52020,62042,326.13,26327,(C) Major Private Banks,12/03/2014
Yes Bank Ltd,2408,1241,3649,11.57,3649,(C) Major Private Banks,12/03/2014
Major Private Banks Sub Total,861253,1073543,1934796,33732.02,1320187,(C) Major Private Banks,12/03/2014
Public Sector Banks,38880468,32704542,71585010,546830.58,55065020,Summary,12/10/2014
Regional Rural Banks,13010559,2316810,15327369,105317.77,3287929,Summary,12/10/2014
Private Sector Banks,1236445,1150103,2386548,40274.25,1593677,Summary,12/10/2014
Grand Total,53127472,36171455,89298927,692422.6,59946626,Summary,12/10/2014
Allahabad Bank,1360351,607322,1967673,3849.81,1469639,(A) Public Sector Banks,12/10/2014
Andhra Bank,879726,581049,1460775,3578.66,1315882,(A) Public Sector Banks,12/10/2014
Bank of Baroda,1984684,2816138,4800822,37738.06,4619973,(A) Public Sector Banks,12/10/2014
Bank of India,1672329,2411114,4083443,16281.41,3335254,(A) Public Sector Banks,12/10/2014
Bank of Maharashtra,952260,446842,1399102,7318.66,1118599,(A) Public Sector Banks,12/10/2014
Bhartiya Mahila Bank,0,50006,50006,266.08,49068,(A) Public Sector Banks,12/10/2014
Canara Bank,3168455,1525142,4693597,72981.33,3858028,(A) Public Sector Banks,12/10/2014
Central Bank of India,2970625,996181,3966806,12223.26,2883358,(A) Public Sector Banks,12/10/2014
Corporation Bank,727225,701710,1428935,21927.44,991440,(A) Public Sector Banks,12/10/2014
Dena Bank,1024785,596975,1621760,8416.2,1376854,(A) Public Sector Banks,12/10/2014
IDBI Bank Ltd.,354161,347268,701429,1299.8,610306,(A) Public Sector Banks,12/10/2014
Indian Bank,1275045,753388,2028433,7326.27,1942939,(A) Public Sector Banks,12/10/2014
Indian Overseas Bank,715612,1438917,2154529,996.97,1651778,(A) Public Sector Banks,12/10/2014
Oriental Bank of Commerce,998377,701680,1700057,59587.45,1212333,(A) Public Sector Banks,12/10/2014
Punjab & Sind Bank,638936,355295,994231,28584.06,864518,(A) Public Sector Banks,12/10/2014
Punjab National Bank,3830994,938787,4769781,77592.38,1978794,(A) Public Sector Banks,12/10/2014
State Bank of Bikaner & Jaipur,675760,845434,1521194,23990.06,1394578,(A) Public Sector Banks,12/10/2014
State Bank of Hyderabad,620197,1211417,1831614,6095.95,1775559,(A) Public Sector Banks,12/10/2014
State Bank of India,6860641,9951475,16812116,13763.48,10332809,(A) Public Sector Banks,12/10/2014
State Bank of Mysore,459898,157341,617239,287.15,575742,(A) Public Sector Banks,12/10/2014
State Bank of Patiala,326478,615550,942028,23160.51,879883,(A) Public Sector Banks,12/10/2014
State Bank of Travancore,33014,271899,304913,16219.74,222601,(A) Public Sector Banks,12/10/2014
Syndicate Bank,1699768,912464,2612232,15163.67,2374188,(A) Public Sector Banks,12/10/2014
UCO Bank,1321770,1346782,2668552,28612.18,2592764,(A) Public Sector Banks,12/10/2014
Union Bank of India,2488545,798916,3287461,13884.68,2916154,(A) Public Sector Banks,12/10/2014
United Bank of India,1358014,950434,2308448,43567.57,1938922,(A) Public Sector Banks,12/10/2014
Vijaya Bank,482818,375016,857834,2117.75,783057,(A) Public Sector Banks,12/10/2014
Public Sector Banks Sub Total,38880468,32704542,71585010,546830.58,55065020,(A) Public Sector Banks,12/10/2014
Allahabad Bank,447061,92646,539707,776.18,210811,(B) Regional Rural Bank,12/10/2014
Andhra Bank,102944,8269,111213,252.17,57995,(B) Regional Rural Bank,12/10/2014
Bank of Baroda,1016120,310483,1326603,6870.36,845566,(B) Regional Rural Bank,12/10/2014
Bank of India,976280,244575,1220855,1266.15,241155,(B) Regional Rural Bank,12/10/2014
Bank of Maharashtra,162978,44242,207220,111.7,118181,(B) Regional Rural Bank,12/10/2014
Canara Bank,344117,184278,528395,707.03,224306,(B) Regional Rural Bank,12/10/2014
Central Bank of India,1405935,277421,1683356,19467.57,71073,(B) Regional Rural Bank,12/10/2014
Dena Bank,153448,8518,161966,1056.04,32340,(B) Regional Rural Bank,12/10/2014
Indian Bank,239327,36828,276155,865.44,0,(B) Regional Rural Bank,12/10/2014
Indian Overseas Bank,328083,6570,334653,2308.22,76,(B) Regional Rural Bank,12/10/2014
Punjab & Sind Bank,9262,1929,11191,22.89,4360,(B) Regional Rural Bank,12/10/2014
Punjab National Bank,1239041,251198,1490239,23993.43,146595,(B) Regional Rural Bank,12/10/2014
State Bank of Bikaner & Jaipur,574669,17929,592598,4532.82,573902,(B) Regional Rural Bank,12/10/2014
State Bank of Hyderabad,372080,19625,391705,678.96,53216,(B) Regional Rural Bank,12/10/2014
State Bank of India,2104775,354645,2459420,14767.58,187442,(B) Regional Rural Bank,12/10/2014
